,Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,AverageTemp,Temp_Deviation,Temp_vs_Avg,Weather_Impression,Is_Holiday
11244,2012-07-09,Monday,7.0,16.5,16,61.0,,Brötchen,,0.0,19.393228699551567,-2.8932286995515675,Significantly colder,okay,0
11245,2012-07-09,Monday,7.0,16.5,16,61.0,,Croissant,,0.0,19.393228699551567,-2.8932286995515675,Significantly colder,okay,0
11246,2012-07-09,Monday,7.0,16.5,16,61.0,,Konditorei,,0.0,19.393228699551567,-2.8932286995515675,Significantly colder,okay,0
11247,2012-07-09,Monday,7.0,16.5,16,61.0,,Kuchen,,0.0,19.393228699551567,-2.8932286995515675,Significantly colder,okay,0
11248,2012-07-09,Monday,7.0,16.5,16,61.0,,Saisonbrot,,0.0,19.393228699551567,-2.8932286995515675,Significantly colder,okay,0
190,2012-07-09,Monday,7.0,16.5,16,61.0,,,,0.0,19.393228699551567,-2.8932286995515675,Significantly colder,okay,0
11249,2012-07-10,Tuesday,6.0,18.82,14,1.0,,Brot,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
11250,2012-07-10,Tuesday,6.0,18.82,14,1.0,,Brötchen,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
11251,2012-07-10,Tuesday,6.0,18.82,14,1.0,,Croissant,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
11252,2012-07-10,Tuesday,6.0,18.82,14,1.0,,Konditorei,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
11253,2012-07-10,Tuesday,6.0,18.82,14,1.0,,Kuchen,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
11254,2012-07-10,Tuesday,6.0,18.82,14,1.0,,Saisonbrot,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
191,2012-07-10,Tuesday,6.0,18.82,14,1.0,,,,0.0,19.393228699551567,-0.5732286995515672,Slightly colder,very good,0
11255,2012-07-11,Wednesday,6.0,17.15,14,29.0,,Brot,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
11256,2012-07-11,Wednesday,6.0,17.15,14,29.0,,Brötchen,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
11257,2012-07-11,Wednesday,6.0,17.15,14,29.0,,Croissant,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
11258,2012-07-11,Wednesday,6.0,17.15,14,29.0,,Konditorei,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
11259,2012-07-11,Wednesday,6.0,17.15,14,29.0,,Kuchen,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
11260,2012-07-11,Wednesday,6.0,17.15,14,29.0,,Saisonbrot,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
192,2012-07-11,Wednesday,6.0,17.15,14,29.0,,,,0.0,19.393228699551567,-2.243228699551569,Significantly colder,good,0
11261,2012-07-12,Thursday,5.0,15.49,14,81.0,,Brot,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
11262,2012-07-12,Thursday,5.0,15.49,14,81.0,,Brötchen,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
11263,2012-07-12,Thursday,5.0,15.49,14,81.0,,Croissant,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
11264,2012-07-12,Thursday,5.0,15.49,14,81.0,,Konditorei,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
11265,2012-07-12,Thursday,5.0,15.49,14,81.0,,Kuchen,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
11266,2012-07-12,Thursday,5.0,15.49,14,81.0,,Saisonbrot,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
193,2012-07-12,Thursday,5.0,15.49,14,81.0,,,,0.0,19.393228699551567,-3.9032286995515673,Significantly colder,very bad,0
11267,2012-07-13,Friday,6.0,17.09,6,21.0,,Brot,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
11268,2012-07-13,Friday,6.0,17.09,6,21.0,,Brötchen,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
11269,2012-07-13,Friday,6.0,17.09,6,21.0,,Croissant,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
11270,2012-07-13,Friday,6.0,17.09,6,21.0,,Konditorei,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
11271,2012-07-13,Friday,6.0,17.09,6,21.0,,Kuchen,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
11272,2012-07-13,Friday,6.0,17.09,6,21.0,,Saisonbrot,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
194,2012-07-13,Friday,6.0,17.09,6,21.0,,,,0.0,19.393228699551567,-2.303228699551568,Significantly colder,okay,0
11273,2012-07-14,Saturday,6.0,17.91,19,25.0,,Brot,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
11274,2012-07-14,Saturday,6.0,17.91,19,25.0,,Brötchen,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
11275,2012-07-14,Saturday,6.0,17.91,19,25.0,,Croissant,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
11276,2012-07-14,Saturday,6.0,17.91,19,25.0,,Konditorei,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
11277,2012-07-14,Saturday,6.0,17.91,19,25.0,,Kuchen,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
11278,2012-07-14,Saturday,6.0,17.91,19,25.0,,Saisonbrot,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
195,2012-07-14,Saturday,6.0,17.91,19,25.0,,,,0.0,19.393228699551567,-1.483228699551567,Slightly colder,okay,0
11279,2012-07-15,Sunday,5.0,16.38,16,25.0,,Brot,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
11280,2012-07-15,Sunday,5.0,16.38,16,25.0,,Brötchen,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
11281,2012-07-15,Sunday,5.0,16.38,16,25.0,,Croissant,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
11282,2012-07-15,Sunday,5.0,16.38,16,25.0,,Konditorei,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
11283,2012-07-15,Sunday,5.0,16.38,16,25.0,,Kuchen,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
11284,2012-07-15,Sunday,5.0,16.38,16,25.0,,Saisonbrot,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
196,2012-07-15,Sunday,5.0,16.38,16,25.0,,,,0.0,19.393228699551567,-3.0132286995515685,Significantly colder,okay,0
11285,2012-07-16,Monday,5.0,16.88,16,80.0,,Brot,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
11286,2012-07-16,Monday,5.0,16.88,16,80.0,,Brötchen,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
11287,2012-07-16,Monday,5.0,16.88,16,80.0,,Croissant,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
11288,2012-07-16,Monday,5.0,16.88,16,80.0,,Konditorei,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
11289,2012-07-16,Monday,5.0,16.88,16,80.0,,Kuchen,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
11290,2012-07-16,Monday,5.0,16.88,16,80.0,,Saisonbrot,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
197,2012-07-16,Monday,5.0,16.88,16,80.0,,,,0.0,22.088721461187216,-5.208721461187217,Significantly colder,very bad,0
11291,2012-07-17,Tuesday,5.0,17.14,18,80.0,,Brot,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
11292,2012-07-17,Tuesday,5.0,17.14,18,80.0,,Brötchen,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
11293,2012-07-17,Tuesday,5.0,17.14,18,80.0,,Croissant,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
11294,2012-07-17,Tuesday,5.0,17.14,18,80.0,,Konditorei,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
11295,2012-07-17,Tuesday,5.0,17.14,18,80.0,,Kuchen,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
11296,2012-07-17,Tuesday,5.0,17.14,18,80.0,,Saisonbrot,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
198,2012-07-17,Tuesday,5.0,17.14,18,80.0,,,,0.0,22.088721461187216,-4.948721461187216,Significantly colder,very bad,0
11297,2012-07-18,Wednesday,7.0,16.95,6,63.0,,Brot,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
11298,2012-07-18,Wednesday,7.0,16.95,6,63.0,,Brötchen,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
11299,2012-07-18,Wednesday,7.0,16.95,6,63.0,,Croissant,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
11300,2012-07-18,Wednesday,7.0,16.95,6,63.0,,Konditorei,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
11301,2012-07-18,Wednesday,7.0,16.95,6,63.0,,Kuchen,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
11302,2012-07-18,Wednesday,7.0,16.95,6,63.0,,Saisonbrot,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
199,2012-07-18,Wednesday,7.0,16.95,6,63.0,,,,0.0,22.088721461187216,-5.138721461187217,Significantly colder,okay,0
11303,2012-07-19,Thursday,7.0,15.81,16,81.0,,Brot,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
11304,2012-07-19,Thursday,7.0,15.81,16,81.0,,Brötchen,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
11305,2012-07-19,Thursday,7.0,15.81,16,81.0,,Croissant,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
11306,2012-07-19,Thursday,7.0,15.81,16,81.0,,Konditorei,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
11307,2012-07-19,Thursday,7.0,15.81,16,81.0,,Kuchen,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
11308,2012-07-19,Thursday,7.0,15.81,16,81.0,,Saisonbrot,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
200,2012-07-19,Thursday,7.0,15.81,16,81.0,,,,0.0,22.088721461187216,-6.278721461187216,Significantly colder,very bad,0
11309,2012-07-20,Friday,6.0,15.25,16,80.0,,Brot,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
11310,2012-07-20,Friday,6.0,15.25,16,80.0,,Brötchen,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
11311,2012-07-20,Friday,6.0,15.25,16,80.0,,Croissant,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
11312,2012-07-20,Friday,6.0,15.25,16,80.0,,Konditorei,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
11313,2012-07-20,Friday,6.0,15.25,16,80.0,,Kuchen,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
11314,2012-07-20,Friday,6.0,15.25,16,80.0,,Saisonbrot,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
201,2012-07-20,Friday,6.0,15.25,16,80.0,,,,0.0,22.088721461187216,-6.838721461187216,Significantly colder,very bad,0
11315,2012-07-21,Saturday,6.0,16.16,16,0.0,,Brot,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
11316,2012-07-21,Saturday,6.0,16.16,16,0.0,,Brötchen,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
11317,2012-07-21,Saturday,6.0,16.16,16,0.0,,Croissant,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
11318,2012-07-21,Saturday,6.0,16.16,16,0.0,,Konditorei,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
11319,2012-07-21,Saturday,6.0,16.16,16,0.0,,Kuchen,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
11320,2012-07-21,Saturday,6.0,16.16,16,0.0,,Saisonbrot,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
202,2012-07-21,Saturday,6.0,16.16,16,0.0,,,,0.0,22.088721461187216,-5.928721461187216,Significantly colder,very good,0
11321,2012-07-22,Sunday,4.0,18.32,12,0.0,,Brot,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
11322,2012-07-22,Sunday,4.0,18.32,12,0.0,,Brötchen,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
11323,2012-07-22,Sunday,4.0,18.32,12,0.0,,Croissant,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
11324,2012-07-22,Sunday,4.0,18.32,12,0.0,,Konditorei,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
11325,2012-07-22,Sunday,4.0,18.32,12,0.0,,Kuchen,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
11326,2012-07-22,Sunday,4.0,18.32,12,0.0,,Saisonbrot,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
203,2012-07-22,Sunday,4.0,18.32,12,0.0,,,,0.0,22.088721461187216,-3.768721461187216,Significantly colder,very good,0
11327,2012-07-23,Monday,2.0,22.48,12,0.0,,Brot,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
11328,2012-07-23,Monday,2.0,22.48,12,0.0,,Brötchen,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
11329,2012-07-23,Monday,2.0,22.48,12,0.0,,Croissant,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
11330,2012-07-23,Monday,2.0,22.48,12,0.0,,Konditorei,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
11331,2012-07-23,Monday,2.0,22.48,12,0.0,,Kuchen,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
11332,2012-07-23,Monday,2.0,22.48,12,0.0,,Saisonbrot,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
204,2012-07-23,Monday,2.0,22.48,12,0.0,,,,0.0,22.94689497716895,-0.4668949771689483,Normal,very good,0
11333,2012-07-25,Wednesday,1.0,25.65,8,0.0,,Brot,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
11334,2012-07-25,Wednesday,1.0,25.65,8,0.0,,Brötchen,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
11335,2012-07-25,Wednesday,1.0,25.65,8,0.0,,Croissant,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
11336,2012-07-25,Wednesday,1.0,25.65,8,0.0,,Konditorei,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
11337,2012-07-25,Wednesday,1.0,25.65,8,0.0,,Kuchen,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
11338,2012-07-25,Wednesday,1.0,25.65,8,0.0,,Saisonbrot,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
205,2012-07-25,Wednesday,1.0,25.65,8,0.0,,,,0.0,22.94689497716895,2.70310502283105,Significantly warmer,very good,0
11339,2012-07-26,Thursday,1.0,22.59,8,0.0,,Brot,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
11340,2012-07-26,Thursday,1.0,22.59,8,0.0,,Brötchen,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
11341,2012-07-26,Thursday,1.0,22.59,8,0.0,,Croissant,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
11342,2012-07-26,Thursday,1.0,22.59,8,0.0,,Konditorei,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
11343,2012-07-26,Thursday,1.0,22.59,8,0.0,,Kuchen,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
11344,2012-07-26,Thursday,1.0,22.59,8,0.0,,Saisonbrot,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
206,2012-07-26,Thursday,1.0,22.59,8,0.0,,,,0.0,22.94689497716895,-0.3568949771689489,Normal,very good,0
11345,2012-07-27,Friday,1.0,26.08,10,0.0,,Brot,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
11346,2012-07-27,Friday,1.0,26.08,10,0.0,,Brötchen,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
11347,2012-07-27,Friday,1.0,26.08,10,0.0,,Croissant,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
11348,2012-07-27,Friday,1.0,26.08,10,0.0,,Konditorei,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
11349,2012-07-27,Friday,1.0,26.08,10,0.0,,Kuchen,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
11350,2012-07-27,Friday,1.0,26.08,10,0.0,,Saisonbrot,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
207,2012-07-27,Friday,1.0,26.08,10,0.0,,,,0.0,22.94689497716895,3.133105022831049,Significantly warmer,very good,0
11351,2012-07-28,Saturday,7.0,18.95,14,63.0,,Brot,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
11352,2012-07-28,Saturday,7.0,18.95,14,63.0,,Brötchen,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
11353,2012-07-28,Saturday,7.0,18.95,14,63.0,,Croissant,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
11354,2012-07-28,Saturday,7.0,18.95,14,63.0,,Konditorei,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
11355,2012-07-28,Saturday,7.0,18.95,14,63.0,,Kuchen,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
11356,2012-07-28,Saturday,7.0,18.95,14,63.0,,Saisonbrot,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
208,2012-07-28,Saturday,7.0,18.95,14,63.0,,,,0.0,22.94689497716895,-3.9968949771689495,Significantly colder,okay,0
11357,2012-07-29,Sunday,7.0,16.04,8,61.0,,Brot,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
11358,2012-07-29,Sunday,7.0,16.04,8,61.0,,Brötchen,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
11359,2012-07-29,Sunday,7.0,16.04,8,61.0,,Croissant,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
11360,2012-07-29,Sunday,7.0,16.04,8,61.0,,Konditorei,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
11361,2012-07-29,Sunday,7.0,16.04,8,61.0,,Kuchen,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
11362,2012-07-29,Sunday,7.0,16.04,8,61.0,,Saisonbrot,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
209,2012-07-29,Sunday,7.0,16.04,8,61.0,,,,0.0,22.94689497716895,-6.90689497716895,Significantly colder,okay,0
11363,2012-07-30,Monday,6.0,15.19,10,95.0,,Brot,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
11364,2012-07-30,Monday,6.0,15.19,10,95.0,,Brötchen,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
11365,2012-07-30,Monday,6.0,15.19,10,95.0,,Croissant,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
11366,2012-07-30,Monday,6.0,15.19,10,95.0,,Konditorei,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
11367,2012-07-30,Monday,6.0,15.19,10,95.0,,Kuchen,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
11368,2012-07-30,Monday,6.0,15.19,10,95.0,,Saisonbrot,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
210,2012-07-30,Monday,6.0,15.19,10,95.0,,,,0.0,21.4725,-6.282499999999997,Significantly colder,very bad,0
11369,2012-07-31,Tuesday,5.0,17.16,12,0.0,,Brot,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
11370,2012-07-31,Tuesday,5.0,17.16,12,0.0,,Brötchen,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
11371,2012-07-31,Tuesday,5.0,17.16,12,0.0,,Croissant,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
11372,2012-07-31,Tuesday,5.0,17.16,12,0.0,,Konditorei,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
11373,2012-07-31,Tuesday,5.0,17.16,12,0.0,,Kuchen,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
11374,2012-07-31,Tuesday,5.0,17.16,12,0.0,,Saisonbrot,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
211,2012-07-31,Tuesday,5.0,17.16,12,0.0,,,,0.0,21.4725,-4.3124999999999964,Significantly colder,very good,0
11375,2012-08-01,Wednesday,6.0,21.06,6,0.0,,Brot,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
11376,2012-08-01,Wednesday,6.0,21.06,6,0.0,,Brötchen,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
11377,2012-08-01,Wednesday,6.0,21.06,6,0.0,,Croissant,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
11378,2012-08-01,Wednesday,6.0,21.06,6,0.0,,Konditorei,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
11379,2012-08-01,Wednesday,6.0,21.06,6,0.0,,Kuchen,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
11380,2012-08-01,Wednesday,6.0,21.06,6,0.0,,Saisonbrot,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
212,2012-08-01,Wednesday,6.0,21.06,6,0.0,,,,0.0,21.4725,-0.4124999999999978,Normal,very good,0
11381,2012-08-02,Thursday,6.0,22.72,10,29.0,,Brot,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
11382,2012-08-02,Thursday,6.0,22.72,10,29.0,,Brötchen,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
11383,2012-08-02,Thursday,6.0,22.72,10,29.0,,Croissant,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
11384,2012-08-02,Thursday,6.0,22.72,10,29.0,,Konditorei,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
11385,2012-08-02,Thursday,6.0,22.72,10,29.0,,Kuchen,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
11386,2012-08-02,Thursday,6.0,22.72,10,29.0,,Saisonbrot,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
213,2012-08-02,Thursday,6.0,22.72,10,29.0,,,,0.0,21.4725,1.2475000000000025,Slightly warmer,good,0
11387,2012-08-03,Friday,4.0,20.69,10,91.0,,Brot,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
11388,2012-08-03,Friday,4.0,20.69,10,91.0,,Brötchen,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
11389,2012-08-03,Friday,4.0,20.69,10,91.0,,Croissant,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
11390,2012-08-03,Friday,4.0,20.69,10,91.0,,Konditorei,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
11391,2012-08-03,Friday,4.0,20.69,10,91.0,,Kuchen,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
11392,2012-08-03,Friday,4.0,20.69,10,91.0,,Saisonbrot,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
214,2012-08-03,Friday,4.0,20.69,10,91.0,,,,0.0,21.4725,-0.7824999999999953,Slightly colder,okay,0
11393,2012-08-04,Saturday,6.0,18.23,6,61.0,,Brot,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
11394,2012-08-04,Saturday,6.0,18.23,6,61.0,,Brötchen,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
11395,2012-08-04,Saturday,6.0,18.23,6,61.0,,Croissant,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
11396,2012-08-04,Saturday,6.0,18.23,6,61.0,,Konditorei,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
11397,2012-08-04,Saturday,6.0,18.23,6,61.0,,Kuchen,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
11398,2012-08-04,Saturday,6.0,18.23,6,61.0,,Saisonbrot,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
215,2012-08-04,Saturday,6.0,18.23,6,61.0,,,,0.0,21.4725,-3.242499999999996,Significantly colder,okay,0
11399,2012-08-05,Sunday,6.0,21.61,4,0.0,,Brot,,0.0,21.4725,0.1375000000000028,Normal,very good,0
11400,2012-08-05,Sunday,6.0,21.61,4,0.0,,Brötchen,,0.0,21.4725,0.1375000000000028,Normal,very good,0
11401,2012-08-05,Sunday,6.0,21.61,4,0.0,,Croissant,,0.0,21.4725,0.1375000000000028,Normal,very good,0
11402,2012-08-05,Sunday,6.0,21.61,4,0.0,,Konditorei,,0.0,21.4725,0.1375000000000028,Normal,very good,0
11403,2012-08-05,Sunday,6.0,21.61,4,0.0,,Kuchen,,0.0,21.4725,0.1375000000000028,Normal,very good,0
11404,2012-08-05,Sunday,6.0,21.61,4,0.0,,Saisonbrot,,0.0,21.4725,0.1375000000000028,Normal,very good,0
216,2012-08-05,Sunday,6.0,21.61,4,0.0,,,,0.0,21.4725,0.1375000000000028,Normal,very good,0
11405,2012-08-06,Monday,5.0,19.58,16,80.0,,Brot,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
11406,2012-08-06,Monday,5.0,19.58,16,80.0,,Brötchen,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
11407,2012-08-06,Monday,5.0,19.58,16,80.0,,Croissant,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
11408,2012-08-06,Monday,5.0,19.58,16,80.0,,Konditorei,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
11409,2012-08-06,Monday,5.0,19.58,16,80.0,,Kuchen,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
11410,2012-08-06,Monday,5.0,19.58,16,80.0,,Saisonbrot,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
217,2012-08-06,Monday,5.0,19.58,16,80.0,,,,0.0,20.30767955801105,-0.7276795580110509,Slightly colder,very bad,0
11411,2012-08-07,Tuesday,6.0,17.31,14,80.0,,Brot,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
11412,2012-08-07,Tuesday,6.0,17.31,14,80.0,,Brötchen,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
11413,2012-08-07,Tuesday,6.0,17.31,14,80.0,,Croissant,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
11414,2012-08-07,Tuesday,6.0,17.31,14,80.0,,Konditorei,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
11415,2012-08-07,Tuesday,6.0,17.31,14,80.0,,Kuchen,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
11416,2012-08-07,Tuesday,6.0,17.31,14,80.0,,Saisonbrot,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
218,2012-08-07,Tuesday,6.0,17.31,14,80.0,,,,0.0,20.30767955801105,-2.9976795580110505,Significantly colder,very bad,0
