Datum,Temperatur,id,Warengruppe,Umsatz,Year,Week,AverageTemp,Temp_vs_Avg
2014-02-01,3.22,1402012.0,2.0,363.48,2014,5,2.5624867724867726,Slightly warmer
2014-02-01,3.22,1402013.0,3.0,114.43,2014,5,2.5624867724867726,Slightly warmer
2014-02-01,3.22,1402014.0,4.0,105.68,2014,5,2.5624867724867726,Slightly warmer
2014-02-01,3.22,1402015.0,5.0,290.12,2014,5,2.5624867724867726,Slightly warmer
2014-02-02,5.49,1402021.0,1.0,76.76,2014,5,2.5624867724867726,Significantly warmer
2014-02-02,5.49,1402022.0,2.0,556.34,2014,5,2.5624867724867726,Significantly warmer
2014-02-02,5.49,1402023.0,3.0,227.16,2014,5,2.5624867724867726,Significantly warmer
2014-02-02,5.49,1402024.0,4.0,237.89,2014,5,2.5624867724867726,Significantly warmer
2014-02-02,5.49,1402025.0,5.0,411.69,2014,5,2.5624867724867726,Significantly warmer
2014-02-03,3.48,1402031.0,1.0,154.32,2014,6,2.0685714285714285,Slightly warmer
2014-02-03,3.48,1402032.0,2.0,348.77,2014,6,2.0685714285714285,Slightly warmer
2014-02-03,3.48,1402033.0,3.0,90.3,2014,6,2.0685714285714285,Slightly warmer
2014-02-03,3.48,1402034.0,4.0,152.96,2014,6,2.0685714285714285,Slightly warmer
2014-02-03,3.48,1402035.0,5.0,270.61,2014,6,2.0685714285714285,Slightly warmer
2014-02-04,3.92,1402041.0,1.0,130.28,2014,6,2.0685714285714285,Slightly warmer
2014-02-04,3.92,1402042.0,2.0,260.45,2014,6,2.0685714285714285,Slightly warmer
2014-02-04,3.92,1402043.0,3.0,101.09,2014,6,2.0685714285714285,Slightly warmer
2014-02-04,3.92,1402044.0,4.0,112.89,2014,6,2.0685714285714285,Slightly warmer
2014-02-04,3.92,1402045.0,5.0,255.01,2014,6,2.0685714285714285,Slightly warmer
2014-02-05,3.68,1402051.0,1.0,128.51,2014,6,2.0685714285714285,Slightly warmer
2014-02-05,3.68,1402052.0,2.0,303.82,2014,6,2.0685714285714285,Slightly warmer
2014-02-05,3.68,1402053.0,3.0,100.26,2014,6,2.0685714285714285,Slightly warmer
2014-02-05,3.68,1402054.0,4.0,135.06,2014,6,2.0685714285714285,Slightly warmer
2014-02-05,3.68,1402055.0,5.0,274.36,2014,6,2.0685714285714285,Slightly warmer
2014-02-06,7.88,1402061.0,1.0,93.21,2014,6,2.0685714285714285,Significantly warmer
2014-02-06,7.88,1402062.0,2.0,281.27,2014,6,2.0685714285714285,Significantly warmer
2014-02-06,7.88,1402063.0,3.0,91.67,2014,6,2.0685714285714285,Significantly warmer
2014-02-06,7.88,1402064.0,4.0,140.05,2014,6,2.0685714285714285,Significantly warmer
2014-02-06,7.88,1402065.0,5.0,258.92,2014,6,2.0685714285714285,Significantly warmer
2014-02-07,8.48,1402071.0,1.0,99.76,2014,6,2.0685714285714285,Significantly warmer
2014-02-07,8.48,1402072.0,2.0,277.12,2014,6,2.0685714285714285,Significantly warmer
2014-02-07,8.48,1402073.0,3.0,76.96,2014,6,2.0685714285714285,Significantly warmer
2014-02-07,8.48,1402074.0,4.0,118.73,2014,6,2.0685714285714285,Significantly warmer
2014-02-07,8.48,1402075.0,5.0,236.76,2014,6,2.0685714285714285,Significantly warmer
2014-02-08,6.29,1402081.0,1.0,120.86,2014,6,2.0685714285714285,Significantly warmer
2014-02-08,6.29,1402082.0,2.0,444.88,2014,6,2.0685714285714285,Significantly warmer
2014-02-08,6.29,1402083.0,3.0,149.96,2014,6,2.0685714285714285,Significantly warmer
2014-02-08,6.29,1402084.0,4.0,152.79,2014,6,2.0685714285714285,Significantly warmer
2014-02-08,6.29,1402085.0,5.0,305.06,2014,6,2.0685714285714285,Significantly warmer
2014-02-09,6.71,1402091.0,1.0,57.01,2014,6,2.0685714285714285,Significantly warmer
2014-02-09,6.71,1402092.0,2.0,569.84,2014,6,2.0685714285714285,Significantly warmer
2014-02-09,6.71,1402093.0,3.0,160.76,2014,6,2.0685714285714285,Significantly warmer
2014-02-09,6.71,1402094.0,4.0,365.73,2014,6,2.0685714285714285,Significantly warmer
2014-02-09,6.71,1402095.0,5.0,363.12,2014,6,2.0685714285714285,Significantly warmer
2014-02-10,6.64,1402101.0,1.0,154.18,2014,7,4.293968253968254,Significantly warmer
2014-02-10,6.64,1402102.0,2.0,289.53,2014,7,4.293968253968254,Significantly warmer
2014-02-10,6.64,1402103.0,3.0,109.59,2014,7,4.293968253968254,Significantly warmer
2014-02-10,6.64,1402104.0,4.0,99.62,2014,7,4.293968253968254,Significantly warmer
2014-02-10,6.64,1402105.0,5.0,249.77,2014,7,4.293968253968254,Significantly warmer
2014-02-11,4.92,1402111.0,1.0,93.61,2014,7,4.293968253968254,Slightly warmer
2014-02-11,4.92,1402112.0,2.0,316.59,2014,7,4.293968253968254,Slightly warmer
2014-02-11,4.92,1402113.0,3.0,73.99,2014,7,4.293968253968254,Slightly warmer
2014-02-11,4.92,1402114.0,4.0,152.37,2014,7,4.293968253968254,Slightly warmer
2014-02-11,4.92,1402115.0,5.0,236.72,2014,7,4.293968253968254,Slightly warmer
2014-02-12,6.1,1402121.0,1.0,165.74,2014,7,4.293968253968254,Slightly warmer
2014-02-12,6.1,1402122.0,2.0,304.0,2014,7,4.293968253968254,Slightly warmer
2014-02-12,6.1,1402123.0,3.0,66.71,2014,7,4.293968253968254,Slightly warmer
2014-02-12,6.1,1402124.0,4.0,77.69,2014,7,4.293968253968254,Slightly warmer
2014-02-12,6.1,1402125.0,5.0,264.82,2014,7,4.293968253968254,Slightly warmer
2014-02-13,7.45,1402131.0,1.0,112.48,2014,7,4.293968253968254,Significantly warmer
2014-02-13,7.45,1402132.0,2.0,299.89,2014,7,4.293968253968254,Significantly warmer
2014-02-13,7.45,1402133.0,3.0,93.04,2014,7,4.293968253968254,Significantly warmer
2014-02-13,7.45,1402134.0,4.0,185.35,2014,7,4.293968253968254,Significantly warmer
2014-02-13,7.45,1402135.0,5.0,288.03,2014,7,4.293968253968254,Significantly warmer
2014-02-14,5.21,1402141.0,1.0,127.92,2014,7,4.293968253968254,Slightly warmer
2014-02-14,5.21,1402142.0,2.0,313.42,2014,7,4.293968253968254,Slightly warmer
2014-02-14,5.21,1402143.0,3.0,94.3,2014,7,4.293968253968254,Slightly warmer
2014-02-14,5.21,1402144.0,4.0,174.56,2014,7,4.293968253968254,Slightly warmer
2014-02-14,5.21,1402145.0,5.0,321.4,2014,7,4.293968253968254,Slightly warmer
2014-02-15,11.5,1402151.0,1.0,169.52,2014,7,4.293968253968254,Significantly warmer
2014-02-15,11.5,1402152.0,2.0,474.04,2014,7,4.293968253968254,Significantly warmer
2014-02-15,11.5,1402153.0,3.0,130.36,2014,7,4.293968253968254,Significantly warmer
2014-02-15,11.5,1402154.0,4.0,198.39,2014,7,4.293968253968254,Significantly warmer
2014-02-15,11.5,1402155.0,5.0,316.12,2014,7,4.293968253968254,Significantly warmer
2014-02-16,6.06,1402161.0,1.0,66.15,2014,7,4.293968253968254,Slightly warmer
2014-02-16,6.06,1402162.0,2.0,642.26,2014,7,4.293968253968254,Slightly warmer
2014-02-16,6.06,1402163.0,3.0,177.14,2014,7,4.293968253968254,Slightly warmer
2014-02-16,6.06,1402164.0,4.0,286.0,2014,7,4.293968253968254,Slightly warmer
2014-02-16,6.06,1402165.0,5.0,397.89,2014,7,4.293968253968254,Slightly warmer
2014-02-17,6.69,1402171.0,1.0,139.56,2014,8,4.729259259259259,Slightly warmer
2014-02-17,6.69,1402172.0,2.0,329.69,2014,8,4.729259259259259,Slightly warmer
2014-02-17,6.69,1402173.0,3.0,102.64,2014,8,4.729259259259259,Slightly warmer
2014-02-17,6.69,1402174.0,4.0,126.6,2014,8,4.729259259259259,Slightly warmer
2014-02-17,6.69,1402175.0,5.0,259.55,2014,8,4.729259259259259,Slightly warmer
2014-02-18,7.8,1402181.0,1.0,101.13,2014,8,4.729259259259259,Significantly warmer
2014-02-18,7.8,1402182.0,2.0,275.5,2014,8,4.729259259259259,Significantly warmer
2014-02-18,7.8,1402183.0,3.0,100.93,2014,8,4.729259259259259,Significantly warmer
2014-02-18,7.8,1402184.0,4.0,115.55,2014,8,4.729259259259259,Significantly warmer
2014-02-18,7.8,1402185.0,5.0,285.7,2014,8,4.729259259259259,Significantly warmer
2014-02-19,6.32,1402191.0,1.0,139.71,2014,8,4.729259259259259,Slightly warmer
2014-02-19,6.32,1402192.0,2.0,317.3,2014,8,4.729259259259259,Slightly warmer
2014-02-19,6.32,1402193.0,3.0,70.62,2014,8,4.729259259259259,Slightly warmer
2014-02-19,6.32,1402194.0,4.0,85.67,2014,8,4.729259259259259,Slightly warmer
2014-02-19,6.32,1402195.0,5.0,244.75,2014,8,4.729259259259259,Slightly warmer
2014-02-20,9.1,1402201.0,1.0,115.49,2014,8,4.729259259259259,Significantly warmer
2014-02-20,9.1,1402202.0,2.0,332.24,2014,8,4.729259259259259,Significantly warmer
2014-02-20,9.1,1402203.0,3.0,122.1,2014,8,4.729259259259259,Significantly warmer
2014-02-20,9.1,1402204.0,4.0,135.82,2014,8,4.729259259259259,Significantly warmer
2014-02-20,9.1,1402205.0,5.0,254.69,2014,8,4.729259259259259,Significantly warmer
2014-02-21,7.51,1402211.0,1.0,195.75,2014,8,4.729259259259259,Significantly warmer
2014-02-21,7.51,1402212.0,2.0,304.68,2014,8,4.729259259259259,Significantly warmer
2014-02-21,7.51,1402213.0,3.0,108.85,2014,8,4.729259259259259,Significantly warmer
2014-02-21,7.51,1402214.0,4.0,128.23,2014,8,4.729259259259259,Significantly warmer
2014-02-21,7.51,1402215.0,5.0,333.41,2014,8,4.729259259259259,Significantly warmer
2014-02-22,5.92,1402221.0,1.0,138.33,2014,8,4.729259259259259,Slightly warmer
2014-02-22,5.92,1402222.0,2.0,501.29,2014,8,4.729259259259259,Slightly warmer
2014-02-22,5.92,1402223.0,3.0,138.61,2014,8,4.729259259259259,Slightly warmer
2014-02-22,5.92,1402224.0,4.0,135.44,2014,8,4.729259259259259,Slightly warmer
2014-02-22,5.92,1402225.0,5.0,283.86,2014,8,4.729259259259259,Slightly warmer
2014-02-23,8.62,1402231.0,1.0,79.44,2014,8,4.729259259259259,Significantly warmer
2014-02-23,8.62,1402232.0,2.0,711.61,2014,8,4.729259259259259,Significantly warmer
2014-02-23,8.62,1402233.0,3.0,193.55,2014,8,4.729259259259259,Significantly warmer
2014-02-23,8.62,1402234.0,4.0,430.5,2014,8,4.729259259259259,Significantly warmer
2014-02-23,8.62,1402235.0,5.0,394.24,2014,8,4.729259259259259,Significantly warmer
2014-02-24,9.41,1402241.0,1.0,152.56,2014,9,4.5156613756613755,Significantly warmer
2014-02-24,9.41,1402242.0,2.0,278.25,2014,9,4.5156613756613755,Significantly warmer
2014-02-24,9.41,1402243.0,3.0,108.43,2014,9,4.5156613756613755,Significantly warmer
2014-02-24,9.41,1402244.0,4.0,57.85,2014,9,4.5156613756613755,Significantly warmer
2014-02-24,9.41,1402245.0,5.0,259.07,2014,9,4.5156613756613755,Significantly warmer
2014-02-25,10.48,1402251.0,1.0,115.74,2014,9,4.5156613756613755,Significantly warmer
2014-02-25,10.48,1402252.0,2.0,261.52,2014,9,4.5156613756613755,Significantly warmer
2014-02-25,10.48,1402253.0,3.0,108.94,2014,9,4.5156613756613755,Significantly warmer
2014-02-25,10.48,1402254.0,4.0,84.35,2014,9,4.5156613756613755,Significantly warmer
2014-02-25,10.48,1402255.0,5.0,255.22,2014,9,4.5156613756613755,Significantly warmer
2014-02-26,10.19,1402261.0,1.0,95.02,2014,9,4.5156613756613755,Significantly warmer
2014-02-26,10.19,1402262.0,2.0,311.38,2014,9,4.5156613756613755,Significantly warmer
2014-02-26,10.19,1402263.0,3.0,128.53,2014,9,4.5156613756613755,Significantly warmer
2014-02-26,10.19,1402264.0,4.0,89.36,2014,9,4.5156613756613755,Significantly warmer
2014-02-26,10.19,1402265.0,5.0,246.41,2014,9,4.5156613756613755,Significantly warmer
2014-02-27,8.89,1402271.0,1.0,142.6,2014,9,4.5156613756613755,Significantly warmer
2014-02-27,8.89,1402272.0,2.0,300.17,2014,9,4.5156613756613755,Significantly warmer
2014-02-27,8.89,1402273.0,3.0,124.05,2014,9,4.5156613756613755,Significantly warmer
2014-02-27,8.89,1402274.0,4.0,90.81,2014,9,4.5156613756613755,Significantly warmer
2014-02-27,8.89,1402275.0,5.0,258.63,2014,9,4.5156613756613755,Significantly warmer
2014-02-28,6.19,1402281.0,1.0,121.87,2014,9,4.5156613756613755,Slightly warmer
2014-02-28,6.19,1402282.0,2.0,304.25,2014,9,4.5156613756613755,Slightly warmer
2014-02-28,6.19,1402283.0,3.0,126.34,2014,9,4.5156613756613755,Slightly warmer
2014-02-28,6.19,1402284.0,4.0,69.11,2014,9,4.5156613756613755,Slightly warmer
2014-02-28,6.19,1402285.0,5.0,277.7,2014,9,4.5156613756613755,Slightly warmer
2014-03-01,5.08,1403011.0,1.0,140.97,2014,9,4.5156613756613755,Slightly warmer
2014-03-01,5.08,1403012.0,2.0,463.93,2014,9,4.5156613756613755,Slightly warmer
2014-03-01,5.08,1403013.0,3.0,198.69,2014,9,4.5156613756613755,Slightly warmer
2014-03-01,5.08,1403014.0,4.0,109.02,2014,9,4.5156613756613755,Slightly warmer
2014-03-01,5.08,1403015.0,5.0,356.08,2014,9,4.5156613756613755,Slightly warmer
2014-03-02,6.56,1403021.0,1.0,78.3,2014,9,4.5156613756613755,Significantly warmer
2014-03-02,6.56,1403022.0,2.0,613.77,2014,9,4.5156613756613755,Significantly warmer
2014-03-02,6.56,1403023.0,3.0,216.45,2014,9,4.5156613756613755,Significantly warmer
2014-03-02,6.56,1403024.0,4.0,107.77,2014,9,4.5156613756613755,Significantly warmer
2014-03-02,6.56,1403025.0,5.0,321.49,2014,9,4.5156613756613755,Significantly warmer
2014-03-03,9.19,1403031.0,1.0,123.82,2014,10,6.545691489361702,Significantly warmer
2014-03-03,9.19,1403032.0,2.0,340.84,2014,10,6.545691489361702,Significantly warmer
2014-03-03,9.19,1403033.0,3.0,135.7,2014,10,6.545691489361702,Significantly warmer
2014-03-03,9.19,1403034.0,4.0,95.17,2014,10,6.545691489361702,Significantly warmer
2014-03-03,9.19,1403035.0,5.0,292.73,2014,10,6.545691489361702,Significantly warmer
2014-03-04,6.69,1403041.0,1.0,110.66,2014,10,6.545691489361702,Normal
2014-03-04,6.69,1403042.0,2.0,322.51,2014,10,6.545691489361702,Normal
2014-03-04,6.69,1403043.0,3.0,121.59,2014,10,6.545691489361702,Normal
2014-03-04,6.69,1403044.0,4.0,66.75,2014,10,6.545691489361702,Normal
2014-03-04,6.69,1403045.0,5.0,249.83,2014,10,6.545691489361702,Normal
2014-03-05,4.69,1403051.0,1.0,104.01,2014,10,6.545691489361702,Slightly colder
2014-03-05,4.69,1403052.0,2.0,272.38,2014,10,6.545691489361702,Slightly colder
2014-03-05,4.69,1403053.0,3.0,118.31,2014,10,6.545691489361702,Slightly colder
2014-03-05,4.69,1403054.0,4.0,105.77,2014,10,6.545691489361702,Slightly colder
2014-03-05,4.69,1403055.0,5.0,252.44,2014,10,6.545691489361702,Slightly colder
2014-03-06,8.93,1403061.0,1.0,119.65,2014,10,6.545691489361702,Significantly warmer
2014-03-06,8.93,1403062.0,2.0,296.78,2014,10,6.545691489361702,Significantly warmer
2014-03-06,8.93,1403063.0,3.0,110.01,2014,10,6.545691489361702,Significantly warmer
2014-03-06,8.93,1403064.0,4.0,93.9,2014,10,6.545691489361702,Significantly warmer
2014-03-06,8.93,1403065.0,5.0,251.57,2014,10,6.545691489361702,Significantly warmer
2014-03-07,11.28,1403071.0,1.0,115.3,2014,10,6.545691489361702,Significantly warmer
2014-03-07,11.28,1403072.0,2.0,293.3,2014,10,6.545691489361702,Significantly warmer
2014-03-07,11.28,1403073.0,3.0,120.37,2014,10,6.545691489361702,Significantly warmer
2014-03-07,11.28,1403074.0,4.0,87.11,2014,10,6.545691489361702,Significantly warmer
2014-03-07,11.28,1403075.0,5.0,211.37,2014,10,6.545691489361702,Significantly warmer
2014-03-08,9.94,1403081.0,1.0,116.68,2014,10,6.545691489361702,Significantly warmer
2014-03-08,9.94,1403082.0,2.0,478.5,2014,10,6.545691489361702,Significantly warmer
2014-03-08,9.94,1403083.0,3.0,188.51,2014,10,6.545691489361702,Significantly warmer
2014-03-08,9.94,1403084.0,4.0,123.73,2014,10,6.545691489361702,Significantly warmer
2014-03-08,9.94,1403085.0,5.0,265.96,2014,10,6.545691489361702,Significantly warmer
2014-03-09,16.4,1403091.0,1.0,92.62,2014,10,6.545691489361702,Significantly warmer
2014-03-09,16.4,1403092.0,2.0,620.71,2014,10,6.545691489361702,Significantly warmer
2014-03-09,16.4,1403093.0,3.0,200.52,2014,10,6.545691489361702,Significantly warmer
2014-03-09,16.4,1403094.0,4.0,178.02,2014,10,6.545691489361702,Significantly warmer
2014-03-09,16.4,1403095.0,5.0,354.98,2014,10,6.545691489361702,Significantly warmer
2014-03-10,15.8,1403101.0,1.0,150.52,2014,11,6.935449735449735,Significantly warmer
2014-03-10,15.8,1403102.0,2.0,317.38,2014,11,6.935449735449735,Significantly warmer
2014-03-10,15.8,1403103.0,3.0,112.79,2014,11,6.935449735449735,Significantly warmer
2014-03-10,15.8,1403104.0,4.0,77.01,2014,11,6.935449735449735,Significantly warmer
2014-03-10,15.8,1403105.0,5.0,194.37,2014,11,6.935449735449735,Significantly warmer
2014-03-11,7.85,1403111.0,1.0,151.22,2014,11,6.935449735449735,Slightly warmer
2014-03-11,7.85,1403112.0,2.0,264.38,2014,11,6.935449735449735,Slightly warmer
2014-03-11,7.85,1403113.0,3.0,118.44,2014,11,6.935449735449735,Slightly warmer
2014-03-11,7.85,1403114.0,4.0,96.01,2014,11,6.935449735449735,Slightly warmer
2014-03-11,7.85,1403115.0,5.0,257.87,2014,11,6.935449735449735,Slightly warmer
2014-03-12,10.21,1403121.0,1.0,91.05,2014,11,6.935449735449735,Significantly warmer
2014-03-12,10.21,1403122.0,2.0,275.55,2014,11,6.935449735449735,Significantly warmer
2014-03-12,10.21,1403123.0,3.0,116.93,2014,11,6.935449735449735,Significantly warmer
2014-03-12,10.21,1403124.0,4.0,87.58,2014,11,6.935449735449735,Significantly warmer
2014-03-12,10.21,1403125.0,5.0,271.28,2014,11,6.935449735449735,Significantly warmer
2014-03-13,13.38,1403131.0,1.0,141.4,2014,11,6.935449735449735,Significantly warmer
2014-03-13,13.38,1403132.0,2.0,322.87,2014,11,6.935449735449735,Significantly warmer
2014-03-13,13.38,1403133.0,3.0,112.91,2014,11,6.935449735449735,Significantly warmer
2014-03-13,13.38,1403134.0,4.0,86.3,2014,11,6.935449735449735,Significantly warmer
2014-03-13,13.38,1403135.0,5.0,231.68,2014,11,6.935449735449735,Significantly warmer
2014-03-14,9.61,1403141.0,1.0,123.91,2014,11,6.935449735449735,Significantly warmer
2014-03-14,9.61,1403142.0,2.0,309.27,2014,11,6.935449735449735,Significantly warmer
2014-03-14,9.61,1403143.0,3.0,124.46,2014,11,6.935449735449735,Significantly warmer
2014-03-14,9.61,1403144.0,4.0,83.1,2014,11,6.935449735449735,Significantly warmer
2014-03-14,9.61,1403145.0,5.0,250.29,2014,11,6.935449735449735,Significantly warmer
2014-03-15,9.04,1403151.0,1.0,137.68,2014,11,6.935449735449735,Significantly warmer
2014-03-15,9.04,1403152.0,2.0,426.53,2014,11,6.935449735449735,Significantly warmer
2014-03-15,9.04,1403153.0,3.0,193.49,2014,11,6.935449735449735,Significantly warmer
2014-03-15,9.04,1403154.0,4.0,101.24,2014,11,6.935449735449735,Significantly warmer
2014-03-15,9.04,1403155.0,5.0,280.92,2014,11,6.935449735449735,Significantly warmer
2014-03-16,9.34,1403161.0,1.0,67.17,2014,11,6.935449735449735,Significantly warmer
2014-03-16,9.34,1403162.0,2.0,427.38,2014,11,6.935449735449735,Significantly warmer
2014-03-16,9.34,1403163.0,3.0,111.82,2014,11,6.935449735449735,Significantly warmer
2014-03-16,9.34,1403164.0,4.0,135.21,2014,11,6.935449735449735,Significantly warmer
2014-03-16,9.34,1403165.0,5.0,214.98,2014,11,6.935449735449735,Significantly warmer
2014-03-17,9.59,1403171.0,1.0,141.55,2014,12,8.297348066298342,Slightly warmer
2014-03-17,9.59,1403172.0,2.0,283.83,2014,12,8.297348066298342,Slightly warmer
2014-03-17,9.59,1403173.0,3.0,124.6,2014,12,8.297348066298342,Slightly warmer
2014-03-17,9.59,1403174.0,4.0,60.85,2014,12,8.297348066298342,Slightly warmer
2014-03-17,9.59,1403175.0,5.0,219.7,2014,12,8.297348066298342,Slightly warmer
2014-03-18,9.69,1403181.0,1.0,88.23,2014,12,8.297348066298342,Slightly warmer
2014-03-18,9.69,1403182.0,2.0,286.02,2014,12,8.297348066298342,Slightly warmer
2014-03-18,9.69,1403183.0,3.0,101.82,2014,12,8.297348066298342,Slightly warmer
2014-03-18,9.69,1403184.0,4.0,74.6,2014,12,8.297348066298342,Slightly warmer
2014-03-18,9.69,1403185.0,5.0,270.98,2014,12,8.297348066298342,Slightly warmer
2014-03-19,9.45,1403191.0,1.0,99.68,2014,12,8.297348066298342,Slightly warmer
2014-03-19,9.45,1403192.0,2.0,287.6,2014,12,8.297348066298342,Slightly warmer
2014-03-19,9.45,1403193.0,3.0,123.1,2014,12,8.297348066298342,Slightly warmer
2014-03-19,9.45,1403194.0,4.0,62.59,2014,12,8.297348066298342,Slightly warmer
2014-03-19,9.45,1403195.0,5.0,209.15,2014,12,8.297348066298342,Slightly warmer
2014-03-20,16.26,1403201.0,1.0,128.14,2014,12,8.297348066298342,Significantly warmer
2014-03-20,16.26,1403202.0,2.0,297.34,2014,12,8.297348066298342,Significantly warmer
2014-03-20,16.26,1403203.0,3.0,134.12,2014,12,8.297348066298342,Significantly warmer
2014-03-20,16.26,1403204.0,4.0,87.4,2014,12,8.297348066298342,Significantly warmer
2014-03-20,16.26,1403205.0,5.0,277.25,2014,12,8.297348066298342,Significantly warmer
2014-03-21,6.89,1403211.0,1.0,104.85,2014,12,8.297348066298342,Slightly colder
2014-03-21,6.89,1403212.0,2.0,316.08,2014,12,8.297348066298342,Slightly colder
2014-03-21,6.89,1403213.0,3.0,116.38,2014,12,8.297348066298342,Slightly colder
2014-03-21,6.89,1403214.0,4.0,76.88,2014,12,8.297348066298342,Slightly colder
2014-03-21,6.89,1403215.0,5.0,239.8,2014,12,8.297348066298342,Slightly colder
2014-03-22,8.85,1403221.0,1.0,130.85,2014,12,8.297348066298342,Slightly warmer
2014-03-22,8.85,1403222.0,2.0,497.96,2014,12,8.297348066298342,Slightly warmer
2014-03-22,8.85,1403223.0,3.0,219.4,2014,12,8.297348066298342,Slightly warmer
2014-03-22,8.85,1403224.0,4.0,75.71,2014,12,8.297348066298342,Slightly warmer
2014-03-22,8.85,1403225.0,5.0,299.75,2014,12,8.297348066298342,Slightly warmer
2014-03-23,8.36,1403231.0,1.0,71.13,2014,12,8.297348066298342,Normal
2014-03-23,8.36,1403232.0,2.0,492.86,2014,12,8.297348066298342,Normal
2014-03-23,8.36,1403233.0,3.0,161.39,2014,12,8.297348066298342,Normal
2014-03-23,8.36,1403234.0,4.0,122.22,2014,12,8.297348066298342,Normal
2014-03-23,8.36,1403235.0,5.0,247.36,2014,12,8.297348066298342,Normal
2014-03-24,7.56,1403241.0,1.0,174.64,2014,13,9.04735135135135,Slightly colder
2014-03-24,7.56,1403242.0,2.0,326.27,2014,13,9.04735135135135,Slightly colder
2014-03-24,7.56,1403243.0,3.0,136.25,2014,13,9.04735135135135,Slightly colder
2014-03-24,7.56,1403244.0,4.0,63.13,2014,13,9.04735135135135,Slightly colder
2014-03-24,7.56,1403245.0,5.0,242.7,2014,13,9.04735135135135,Slightly colder
2014-03-25,7.72,1403251.0,1.0,130.83,2014,13,9.04735135135135,Slightly colder
2014-03-25,7.72,1403252.0,2.0,327.07,2014,13,9.04735135135135,Slightly colder
2014-03-25,7.72,1403253.0,3.0,101.63,2014,13,9.04735135135135,Slightly colder
2014-03-25,7.72,1403254.0,4.0,61.78,2014,13,9.04735135135135,Slightly colder
2014-03-25,7.72,1403255.0,5.0,242.58,2014,13,9.04735135135135,Slightly colder
2014-03-26,7.85,1403261.0,1.0,164.07,2014,13,9.04735135135135,Slightly colder
2014-03-26,7.85,1403262.0,2.0,316.01,2014,13,9.04735135135135,Slightly colder
2014-03-26,7.85,1403263.0,3.0,102.51,2014,13,9.04735135135135,Slightly colder
2014-03-26,7.85,1403264.0,4.0,85.54,2014,13,9.04735135135135,Slightly colder
2014-03-26,7.85,1403265.0,5.0,274.5,2014,13,9.04735135135135,Slightly colder
2014-03-27,5.1,1403271.0,1.0,217.6,2014,13,9.04735135135135,Significantly colder
2014-03-27,5.1,1403272.0,2.0,384.83,2014,13,9.04735135135135,Significantly colder
2014-03-27,5.1,1403273.0,3.0,106.5,2014,13,9.04735135135135,Significantly colder
2014-03-27,5.1,1403274.0,4.0,86.76,2014,13,9.04735135135135,Significantly colder
2014-03-27,5.1,1403275.0,5.0,270.97,2014,13,9.04735135135135,Significantly colder
2014-03-28,5.4,1403281.0,1.0,210.36,2014,13,9.04735135135135,Significantly colder
2014-03-28,5.4,1403282.0,2.0,373.19,2014,13,9.04735135135135,Significantly colder
2014-03-28,5.4,1403283.0,3.0,132.84,2014,13,9.04735135135135,Significantly colder
2014-03-28,5.4,1403284.0,4.0,63.72,2014,13,9.04735135135135,Significantly colder
2014-03-28,5.4,1403285.0,5.0,333.14,2014,13,9.04735135135135,Significantly colder
2014-03-29,9.38,1403291.0,1.0,201.44,2014,13,9.04735135135135,Normal
2014-03-29,9.38,1403292.0,2.0,600.64,2014,13,9.04735135135135,Normal
2014-03-29,9.38,1403293.0,3.0,197.33,2014,13,9.04735135135135,Normal
2014-03-29,9.38,1403294.0,4.0,78.25,2014,13,9.04735135135135,Normal
2014-03-29,9.38,1403295.0,5.0,422.29,2014,13,9.04735135135135,Normal
2014-03-30,11.26,1403301.0,1.0,77.07,2014,13,9.04735135135135,Significantly warmer
2014-03-30,11.26,1403302.0,2.0,541.04,2014,13,9.04735135135135,Significantly warmer
2014-03-30,11.26,1403303.0,3.0,158.4,2014,13,9.04735135135135,Significantly warmer
2014-03-30,11.26,1403304.0,4.0,114.22,2014,13,9.04735135135135,Significantly warmer
2014-03-30,11.26,1403305.0,5.0,322.45,2014,13,9.04735135135135,Significantly warmer
2014-03-31,7.44,1403311.0,1.0,165.78,2014,14,10.008251366120218,Significantly colder
2014-03-31,7.44,1403312.0,2.0,340.52,2014,14,10.008251366120218,Significantly colder
2014-03-31,7.44,1403313.0,3.0,122.16,2014,14,10.008251366120218,Significantly colder
2014-03-31,7.44,1403314.0,4.0,79.36,2014,14,10.008251366120218,Significantly colder
2014-03-31,7.44,1403315.0,5.0,284.92,2014,14,10.008251366120218,Significantly colder
2014-04-01,5.76,1404011.0,1.0,143.93,2014,14,10.008251366120218,Significantly colder
2014-04-01,5.76,1404012.0,2.0,344.35,2014,14,10.008251366120218,Significantly colder
2014-04-01,5.76,1404013.0,3.0,136.76,2014,14,10.008251366120218,Significantly colder
2014-04-01,5.76,1404014.0,4.0,95.66,2014,14,10.008251366120218,Significantly colder
2014-04-01,5.76,1404015.0,5.0,211.21,2014,14,10.008251366120218,Significantly colder
2014-04-02,12.45,1404021.0,1.0,145.79,2014,14,10.008251366120218,Significantly warmer
2014-04-02,12.45,1404022.0,2.0,357.4,2014,14,10.008251366120218,Significantly warmer
2014-04-02,12.45,1404023.0,3.0,122.27,2014,14,10.008251366120218,Significantly warmer
2014-04-02,12.45,1404024.0,4.0,61.04,2014,14,10.008251366120218,Significantly warmer
