Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,AverageTemp,Temp_Deviation,Temp_vs_Avg
2013-12-12,Thursday,8.0,2.52,8,28.0,1312124.0,Konditorei,62.75,,4.44739534883721,-1.92739534883721,Slightly colder
2013-12-12,Thursday,8.0,2.52,8,28.0,1312125.0,Kuchen,180.75,,4.44739534883721,-1.92739534883721,Slightly colder
2013-12-12,Thursday,8.0,2.52,8,28.0,1312126.0,Saisonbrot,104.88,,4.44739534883721,-1.92739534883721,Slightly colder
2013-12-13,Friday,7.0,3.54,6,61.0,1312131.0,Brot,85.53,,4.44739534883721,-0.90739534883721,Slightly colder
2013-12-13,Friday,7.0,3.54,6,61.0,1312132.0,Brötchen,215.1,,4.44739534883721,-0.90739534883721,Slightly colder
2013-12-13,Friday,7.0,3.54,6,61.0,1312133.0,Croissant,66.21,,4.44739534883721,-0.90739534883721,Slightly colder
2013-12-13,Friday,7.0,3.54,6,61.0,1312135.0,Kuchen,181.36,,4.44739534883721,-0.90739534883721,Slightly colder
2013-12-13,Friday,7.0,3.54,6,61.0,1312136.0,Saisonbrot,90.08,,4.44739534883721,-0.90739534883721,Slightly colder
2013-12-14,Saturday,7.0,3.01,7,61.0,1312141.0,Brot,120.79,,4.44739534883721,-1.4373953488372102,Slightly colder
2013-12-14,Saturday,7.0,3.01,7,61.0,1312142.0,Brötchen,327.61,,4.44739534883721,-1.4373953488372102,Slightly colder
2013-12-14,Saturday,7.0,3.01,7,61.0,1312143.0,Croissant,103.13,,4.44739534883721,-1.4373953488372102,Slightly colder
2013-12-14,Saturday,7.0,3.01,7,61.0,1312145.0,Kuchen,197.8,,4.44739534883721,-1.4373953488372102,Slightly colder
2013-12-14,Saturday,7.0,3.01,7,61.0,1312146.0,Saisonbrot,99.82,,4.44739534883721,-1.4373953488372102,Slightly colder
2013-12-15,Sunday,8.0,7.92,12,61.0,1312151.0,Brot,71.54,,4.44739534883721,3.47260465116279,Significantly warmer
2013-12-15,Sunday,8.0,7.92,12,61.0,1312152.0,Brötchen,564.34,,4.44739534883721,3.47260465116279,Significantly warmer
2013-12-15,Sunday,8.0,7.92,12,61.0,1312153.0,Croissant,188.33,,4.44739534883721,3.47260465116279,Significantly warmer
2013-12-15,Sunday,8.0,7.92,12,61.0,1312154.0,Konditorei,97.48,,4.44739534883721,3.47260465116279,Significantly warmer
2013-12-15,Sunday,8.0,7.92,12,61.0,1312155.0,Kuchen,217.49,,4.44739534883721,3.47260465116279,Significantly warmer
2013-12-15,Sunday,8.0,7.92,12,61.0,1312156.0,Saisonbrot,114.66,,4.44739534883721,3.47260465116279,Significantly warmer
2013-12-16,Monday,8.0,8.78,12,,1312161.0,Brot,120.79,,6.421121495327103,2.358878504672896,Significantly warmer
2013-12-16,Monday,8.0,8.78,12,,1312162.0,Brötchen,230.29,,6.421121495327103,2.358878504672896,Significantly warmer
2013-12-16,Monday,8.0,8.78,12,,1312163.0,Croissant,72.95,,6.421121495327103,2.358878504672896,Significantly warmer
2013-12-16,Monday,8.0,8.78,12,,1312164.0,Konditorei,37.19,,6.421121495327103,2.358878504672896,Significantly warmer
2013-12-16,Monday,8.0,8.78,12,,1312165.0,Kuchen,157.39,,6.421121495327103,2.358878504672896,Significantly warmer
2013-12-16,Monday,8.0,8.78,12,,1312166.0,Saisonbrot,47.65,,6.421121495327103,2.358878504672896,Significantly warmer
2013-12-17,Tuesday,8.0,4.95,8,61.0,1312171.0,Brot,74.63,,6.421121495327103,-1.471121495327103,Slightly colder
2013-12-17,Tuesday,8.0,4.95,8,61.0,1312172.0,Brötchen,261.52,,6.421121495327103,-1.471121495327103,Slightly colder
2013-12-17,Tuesday,8.0,4.95,8,61.0,1312173.0,Croissant,88.81,,6.421121495327103,-1.471121495327103,Slightly colder
2013-12-17,Tuesday,8.0,4.95,8,61.0,1312174.0,Konditorei,69.95,,6.421121495327103,-1.471121495327103,Slightly colder
2013-12-17,Tuesday,8.0,4.95,8,61.0,1312175.0,Kuchen,174.57,,6.421121495327103,-1.471121495327103,Slightly colder
2013-12-17,Tuesday,8.0,4.95,8,61.0,1312176.0,Saisonbrot,60.5,,6.421121495327103,-1.471121495327103,Slightly colder
2013-12-18,Wednesday,7.0,6.85,8,10.0,1312181.0,Brot,86.41,,6.421121495327103,0.42887850467289645,Normal
2013-12-18,Wednesday,7.0,6.85,8,10.0,1312182.0,Brötchen,241.88,,6.421121495327103,0.42887850467289645,Normal
2013-12-18,Wednesday,7.0,6.85,8,10.0,1312183.0,Croissant,78.67,,6.421121495327103,0.42887850467289645,Normal
2013-12-18,Wednesday,7.0,6.85,8,10.0,1312184.0,Konditorei,81.02,,6.421121495327103,0.42887850467289645,Normal
2013-12-18,Wednesday,7.0,6.85,8,10.0,1312185.0,Kuchen,183.9,,6.421121495327103,0.42887850467289645,Normal
2013-12-18,Wednesday,7.0,6.85,8,10.0,1312186.0,Saisonbrot,69.5,,6.421121495327103,0.42887850467289645,Normal
2013-12-19,Thursday,7.0,7.4,10,63.0,1312191.0,Brot,101.59,,6.421121495327103,0.9788785046728972,Slightly warmer
2013-12-19,Thursday,7.0,7.4,10,63.0,1312192.0,Brötchen,265.15,,6.421121495327103,0.9788785046728972,Slightly warmer
2013-12-19,Thursday,7.0,7.4,10,63.0,1312193.0,Croissant,66.42,,6.421121495327103,0.9788785046728972,Slightly warmer
2013-12-19,Thursday,7.0,7.4,10,63.0,1312194.0,Konditorei,79.06,,6.421121495327103,0.9788785046728972,Slightly warmer
2013-12-19,Thursday,7.0,7.4,10,63.0,1312195.0,Kuchen,175.65,,6.421121495327103,0.9788785046728972,Slightly warmer
2013-12-19,Thursday,7.0,7.4,10,63.0,1312196.0,Saisonbrot,89.47,,6.421121495327103,0.9788785046728972,Slightly warmer
2013-12-20,Friday,7.0,5.29,10,61.0,1312201.0,Brot,114.6,,6.421121495327103,-1.1311214953271032,Slightly colder
2013-12-20,Friday,7.0,5.29,10,61.0,1312202.0,Brötchen,273.62,,6.421121495327103,-1.1311214953271032,Slightly colder
2013-12-20,Friday,7.0,5.29,10,61.0,1312203.0,Croissant,91.33,,6.421121495327103,-1.1311214953271032,Slightly colder
2013-12-20,Friday,7.0,5.29,10,61.0,1312204.0,Konditorei,69.93,,6.421121495327103,-1.1311214953271032,Slightly colder
2013-12-20,Friday,7.0,5.29,10,61.0,1312205.0,Kuchen,187.41,,6.421121495327103,-1.1311214953271032,Slightly colder
2013-12-20,Friday,7.0,5.29,10,61.0,1312206.0,Saisonbrot,66.48,,6.421121495327103,-1.1311214953271032,Slightly colder
2013-12-21,Saturday,8.0,6.56,13,63.0,1312211.0,Brot,124.54,,6.421121495327103,0.13887850467289642,Normal
2013-12-21,Saturday,8.0,6.56,13,63.0,1312212.0,Brötchen,354.06,,6.421121495327103,0.13887850467289642,Normal
2013-12-21,Saturday,8.0,6.56,13,63.0,1312213.0,Croissant,120.98,,6.421121495327103,0.13887850467289642,Normal
2013-12-21,Saturday,8.0,6.56,13,63.0,1312214.0,Konditorei,63.56,,6.421121495327103,0.13887850467289642,Normal
2013-12-21,Saturday,8.0,6.56,13,63.0,1312215.0,Kuchen,191.01,,6.421121495327103,0.13887850467289642,Normal
2013-12-21,Saturday,8.0,6.56,13,63.0,1312216.0,Saisonbrot,98.55,,6.421121495327103,0.13887850467289642,Normal
2013-12-22,Sunday,7.0,8.14,12,61.0,1312221.0,Brot,41.73,,6.421121495327103,1.7188785046728974,Slightly warmer
2013-12-22,Sunday,7.0,8.14,12,61.0,1312222.0,Brötchen,463.81,,6.421121495327103,1.7188785046728974,Slightly warmer
2013-12-22,Sunday,7.0,8.14,12,61.0,1312223.0,Croissant,145.08,,6.421121495327103,1.7188785046728974,Slightly warmer
2013-12-22,Sunday,7.0,8.14,12,61.0,1312224.0,Konditorei,138.66,,6.421121495327103,1.7188785046728974,Slightly warmer
2013-12-22,Sunday,7.0,8.14,12,61.0,1312225.0,Kuchen,236.08,,6.421121495327103,1.7188785046728974,Slightly warmer
2013-12-22,Sunday,7.0,8.14,12,61.0,1312226.0,Saisonbrot,74.71,,6.421121495327103,1.7188785046728974,Slightly warmer
2013-12-23,Monday,3.0,5.49,10,,1312231.0,Brot,183.61,,6.504342105263158,-1.0143421052631574,Slightly colder
2013-12-23,Monday,3.0,5.49,10,,1312232.0,Brötchen,430.94,,6.504342105263158,-1.0143421052631574,Slightly colder
2013-12-23,Monday,3.0,5.49,10,,1312233.0,Croissant,129.11,,6.504342105263158,-1.0143421052631574,Slightly colder
2013-12-23,Monday,3.0,5.49,10,,1312234.0,Konditorei,60.81,,6.504342105263158,-1.0143421052631574,Slightly colder
2013-12-23,Monday,3.0,5.49,10,,1312235.0,Kuchen,221.06,,6.504342105263158,-1.0143421052631574,Slightly colder
2013-12-23,Monday,3.0,5.49,10,,1312236.0,Saisonbrot,109.83,,6.504342105263158,-1.0143421052631574,Slightly colder
2013-12-24,Tuesday,7.0,11.44,18,61.0,1312241.0,Brot,220.33,,6.504342105263158,4.935657894736842,Significantly warmer
2013-12-24,Tuesday,7.0,11.44,18,61.0,1312242.0,Brötchen,531.78,,6.504342105263158,4.935657894736842,Significantly warmer
2013-12-24,Tuesday,7.0,11.44,18,61.0,1312243.0,Croissant,131.06,,6.504342105263158,4.935657894736842,Significantly warmer
2013-12-24,Tuesday,7.0,11.44,18,61.0,1312245.0,Kuchen,251.57,,6.504342105263158,4.935657894736842,Significantly warmer
2013-12-24,Tuesday,7.0,11.44,18,61.0,1312246.0,Saisonbrot,61.37,,6.504342105263158,4.935657894736842,Significantly warmer
2013-12-25,Wednesday,6.0,8.56,13,21.0,,,,,6.504342105263158,2.055657894736843,Significantly warmer
2013-12-26,Thursday,6.0,3.78,6,28.0,,,,,6.504342105263158,-2.724342105263158,Significantly colder
2013-12-27,Friday,7.0,5.76,15,63.0,1312271.0,Brot,152.37,,6.504342105263158,-0.7443421052631578,Slightly colder
2013-12-27,Friday,7.0,5.76,15,63.0,1312272.0,Brötchen,433.89,,6.504342105263158,-0.7443421052631578,Slightly colder
2013-12-27,Friday,7.0,5.76,15,63.0,1312273.0,Croissant,155.12,,6.504342105263158,-0.7443421052631578,Slightly colder
2013-12-27,Friday,7.0,5.76,15,63.0,1312275.0,Kuchen,270.57,,6.504342105263158,-0.7443421052631578,Slightly colder
2013-12-27,Friday,7.0,5.76,15,63.0,1312276.0,Saisonbrot,34.56,,6.504342105263158,-0.7443421052631578,Slightly colder
2013-12-28,Saturday,7.0,7.06,9,21.0,,,,,6.504342105263158,0.555657894736842,Slightly warmer
2013-12-29,Sunday,7.0,5.71,9,63.0,1312291.0,Brot,131.27,,6.504342105263158,-0.7943421052631576,Slightly colder
2013-12-29,Sunday,7.0,5.71,9,63.0,1312292.0,Brötchen,510.02,,6.504342105263158,-0.7943421052631576,Slightly colder
2013-12-29,Sunday,7.0,5.71,9,63.0,1312293.0,Croissant,186.14,,6.504342105263158,-0.7943421052631576,Slightly colder
2013-12-29,Sunday,7.0,5.71,9,63.0,1312294.0,Konditorei,175.49,,6.504342105263158,-0.7943421052631576,Slightly colder
2013-12-29,Sunday,7.0,5.71,9,63.0,1312295.0,Kuchen,292.52,,6.504342105263158,-0.7943421052631576,Slightly colder
2013-12-29,Sunday,7.0,5.71,9,63.0,1312296.0,Saisonbrot,30.17,,6.504342105263158,-0.7943421052631576,Slightly colder
2013-12-30,Monday,4.0,4.75,11,10.0,1312301.0,Brot,126.59,,3.062303370786517,1.687696629213483,Slightly warmer
2013-12-30,Monday,4.0,4.75,11,10.0,1312302.0,Brötchen,494.78,,3.062303370786517,1.687696629213483,Slightly warmer
2013-12-30,Monday,4.0,4.75,11,10.0,1312303.0,Croissant,187.94,,3.062303370786517,1.687696629213483,Slightly warmer
2013-12-30,Monday,4.0,4.75,11,10.0,1312305.0,Kuchen,454.38,,3.062303370786517,1.687696629213483,Slightly warmer
2013-12-30,Monday,4.0,4.75,11,10.0,1312306.0,Saisonbrot,40.86,,3.062303370786517,1.687696629213483,Slightly warmer
2013-12-31,Tuesday,4.0,5.04,7,,1312311.0,Brot,211.39,,3.062303370786517,1.977696629213483,Slightly warmer
2013-12-31,Tuesday,4.0,5.04,7,,1312312.0,Brötchen,586.13,,3.062303370786517,1.977696629213483,Slightly warmer
2013-12-31,Tuesday,4.0,5.04,7,,1312313.0,Croissant,192.2,,3.062303370786517,1.977696629213483,Slightly warmer
2013-12-31,Tuesday,4.0,5.04,7,,1312315.0,Kuchen,1625.69,,3.062303370786517,1.977696629213483,Slightly warmer
2014-01-01,Wednesday,5.0,4.51,8,63.0,,,,,3.062303370786517,1.4476966292134827,Slightly warmer
2014-01-02,Thursday,7.0,6.25,9,63.0,1401021.0,Brot,153.17,,3.062303370786517,3.187696629213483,Significantly warmer
2014-01-02,Thursday,7.0,6.25,9,63.0,1401022.0,Brötchen,449.42,,3.062303370786517,3.187696629213483,Significantly warmer
2014-01-02,Thursday,7.0,6.25,9,63.0,1401023.0,Croissant,142.31,,3.062303370786517,3.187696629213483,Significantly warmer
2014-01-02,Thursday,7.0,6.25,9,63.0,1401024.0,Konditorei,71.73,,3.062303370786517,3.187696629213483,Significantly warmer
2014-01-02,Thursday,7.0,6.25,9,63.0,1401025.0,Kuchen,257.53,,3.062303370786517,3.187696629213483,Significantly warmer
2014-01-02,Thursday,7.0,6.25,9,63.0,1401026.0,Saisonbrot,35.62,,3.062303370786517,3.187696629213483,Significantly warmer
2014-01-03,Friday,7.0,6.84,10,63.0,1401031.0,Brot,109.48,,3.062303370786517,3.777696629213483,Significantly warmer
2014-01-03,Friday,7.0,6.84,10,63.0,1401032.0,Brötchen,405.81,,3.062303370786517,3.777696629213483,Significantly warmer
2014-01-03,Friday,7.0,6.84,10,63.0,1401033.0,Croissant,99.61,,3.062303370786517,3.777696629213483,Significantly warmer
2014-01-03,Friday,7.0,6.84,10,63.0,1401034.0,Konditorei,111.36,,3.062303370786517,3.777696629213483,Significantly warmer
2014-01-03,Friday,7.0,6.84,10,63.0,1401035.0,Kuchen,227.91,,3.062303370786517,3.777696629213483,Significantly warmer
2014-01-04,Saturday,5.0,6.94,11,,1401041.0,Brot,116.25,,3.062303370786517,3.8776966292134833,Significantly warmer
2014-01-04,Saturday,5.0,6.94,11,,1401042.0,Brötchen,408.76,,3.062303370786517,3.8776966292134833,Significantly warmer
2014-01-04,Saturday,5.0,6.94,11,,1401043.0,Croissant,176.1,,3.062303370786517,3.8776966292134833,Significantly warmer
2014-01-04,Saturday,5.0,6.94,11,,1401044.0,Konditorei,104.67,,3.062303370786517,3.8776966292134833,Significantly warmer
2014-01-04,Saturday,5.0,6.94,11,,1401045.0,Kuchen,262.18,,3.062303370786517,3.8776966292134833,Significantly warmer
2014-01-05,Sunday,7.0,6.19,11,63.0,1401051.0,Brot,67.79,,3.062303370786517,3.1276966292134833,Significantly warmer
2014-01-05,Sunday,7.0,6.19,11,63.0,1401052.0,Brötchen,529.98,,3.062303370786517,3.1276966292134833,Significantly warmer
2014-01-05,Sunday,7.0,6.19,11,63.0,1401053.0,Croissant,178.66,,3.062303370786517,3.1276966292134833,Significantly warmer
2014-01-05,Sunday,7.0,6.19,11,63.0,1401054.0,Konditorei,124.76,,3.062303370786517,3.1276966292134833,Significantly warmer
2014-01-05,Sunday,7.0,6.19,11,63.0,1401055.0,Kuchen,242.82,,3.062303370786517,3.1276966292134833,Significantly warmer
2014-01-06,Monday,7.0,7.91,11,65.0,1401061.0,Brot,146.91,,4.240261780104712,3.6697382198952884,Significantly warmer
2014-01-06,Monday,7.0,7.91,11,65.0,1401062.0,Brötchen,299.87,,4.240261780104712,3.6697382198952884,Significantly warmer
2014-01-06,Monday,7.0,7.91,11,65.0,1401063.0,Croissant,96.44,,4.240261780104712,3.6697382198952884,Significantly warmer
2014-01-06,Monday,7.0,7.91,11,65.0,1401064.0,Konditorei,104.29,,4.240261780104712,3.6697382198952884,Significantly warmer
2014-01-06,Monday,7.0,7.91,11,65.0,1401065.0,Kuchen,247.85,,4.240261780104712,3.6697382198952884,Significantly warmer
2014-01-07,Tuesday,7.0,10.44,13,,1401071.0,Brot,147.55,,4.240261780104712,6.199738219895288,Significantly warmer
2014-01-07,Tuesday,7.0,10.44,13,,1401072.0,Brötchen,296.55,,4.240261780104712,6.199738219895288,Significantly warmer
2014-01-07,Tuesday,7.0,10.44,13,,1401073.0,Croissant,113.0,,4.240261780104712,6.199738219895288,Significantly warmer
2014-01-07,Tuesday,7.0,10.44,13,,1401074.0,Konditorei,79.42,,4.240261780104712,6.199738219895288,Significantly warmer
2014-01-07,Tuesday,7.0,10.44,13,,1401075.0,Kuchen,211.33,,4.240261780104712,6.199738219895288,Significantly warmer
2014-01-08,Wednesday,7.0,8.64,15,63.0,1401081.0,Brot,99.91,,4.240261780104712,4.399738219895289,Significantly warmer
2014-01-08,Wednesday,7.0,8.64,15,63.0,1401082.0,Brötchen,258.41,,4.240261780104712,4.399738219895289,Significantly warmer
2014-01-08,Wednesday,7.0,8.64,15,63.0,1401083.0,Croissant,110.96,,4.240261780104712,4.399738219895289,Significantly warmer
2014-01-08,Wednesday,7.0,8.64,15,63.0,1401084.0,Konditorei,82.34,,4.240261780104712,4.399738219895289,Significantly warmer
2014-01-08,Wednesday,7.0,8.64,15,63.0,1401085.0,Kuchen,225.8,,4.240261780104712,4.399738219895289,Significantly warmer
2014-01-09,Thursday,7.0,9.61,16,61.0,1401091.0,Brot,113.54,,4.240261780104712,5.369738219895288,Significantly warmer
2014-01-09,Thursday,7.0,9.61,16,61.0,1401092.0,Brötchen,260.44,,4.240261780104712,5.369738219895288,Significantly warmer
2014-01-09,Thursday,7.0,9.61,16,61.0,1401093.0,Croissant,84.0,,4.240261780104712,5.369738219895288,Significantly warmer
2014-01-09,Thursday,7.0,9.61,16,61.0,1401094.0,Konditorei,80.27,,4.240261780104712,5.369738219895288,Significantly warmer
2014-01-09,Thursday,7.0,9.61,16,61.0,1401095.0,Kuchen,243.43,,4.240261780104712,5.369738219895288,Significantly warmer
2014-01-10,Friday,7.0,6.64,17,61.0,1401101.0,Brot,119.06,,4.240261780104712,2.399738219895288,Significantly warmer
2014-01-10,Friday,7.0,6.64,17,61.0,1401102.0,Brötchen,286.48,,4.240261780104712,2.399738219895288,Significantly warmer
2014-01-10,Friday,7.0,6.64,17,61.0,1401103.0,Croissant,95.58,,4.240261780104712,2.399738219895288,Significantly warmer
2014-01-10,Friday,7.0,6.64,17,61.0,1401104.0,Konditorei,63.25,,4.240261780104712,2.399738219895288,Significantly warmer
2014-01-10,Friday,7.0,6.64,17,61.0,1401105.0,Kuchen,218.5,,4.240261780104712,2.399738219895288,Significantly warmer
2014-01-11,Saturday,7.0,5.59,18,63.0,1401111.0,Brot,127.96,,4.240261780104712,1.349738219895288,Slightly warmer
2014-01-11,Saturday,7.0,5.59,18,63.0,1401112.0,Brötchen,384.23,,4.240261780104712,1.349738219895288,Slightly warmer
2014-01-11,Saturday,7.0,5.59,18,63.0,1401113.0,Croissant,135.3,,4.240261780104712,1.349738219895288,Slightly warmer
2014-01-11,Saturday,7.0,5.59,18,63.0,1401114.0,Konditorei,57.12,,4.240261780104712,1.349738219895288,Slightly warmer
2014-01-11,Saturday,7.0,5.59,18,63.0,1401115.0,Kuchen,255.19,,4.240261780104712,1.349738219895288,Slightly warmer
2014-01-12,Sunday,2.0,5.52,16,21.0,1401121.0,Brot,83.4,,4.240261780104712,1.2797382198952878,Slightly warmer
2014-01-12,Sunday,2.0,5.52,16,21.0,1401122.0,Brötchen,582.35,,4.240261780104712,1.2797382198952878,Slightly warmer
2014-01-12,Sunday,2.0,5.52,16,21.0,1401123.0,Croissant,219.45,,4.240261780104712,1.2797382198952878,Slightly warmer
2014-01-12,Sunday,2.0,5.52,16,21.0,1401124.0,Konditorei,187.47,,4.240261780104712,1.2797382198952878,Slightly warmer
2014-01-12,Sunday,2.0,5.52,16,21.0,1401125.0,Kuchen,268.08,,4.240261780104712,1.2797382198952878,Slightly warmer
2014-01-13,Monday,8.0,3.14,10,69.0,1401131.0,Brot,103.99,,2.5225396825396826,0.6174603174603175,Slightly warmer
2014-01-13,Monday,8.0,3.14,10,69.0,1401132.0,Brötchen,251.32,,2.5225396825396826,0.6174603174603175,Slightly warmer
2014-01-13,Monday,8.0,3.14,10,69.0,1401133.0,Croissant,91.95,,2.5225396825396826,0.6174603174603175,Slightly warmer
2014-01-13,Monday,8.0,3.14,10,69.0,1401134.0,Konditorei,49.9,,2.5225396825396826,0.6174603174603175,Slightly warmer
2014-01-13,Monday,8.0,3.14,10,69.0,1401135.0,Kuchen,244.28,,2.5225396825396826,0.6174603174603175,Slightly warmer
2014-01-14,Tuesday,6.0,4.22,6,28.0,1401141.0,Brot,166.35,,2.5225396825396826,1.6974603174603171,Slightly warmer
2014-01-14,Tuesday,6.0,4.22,6,28.0,1401142.0,Brötchen,305.62,,2.5225396825396826,1.6974603174603171,Slightly warmer
2014-01-14,Tuesday,6.0,4.22,6,28.0,1401143.0,Croissant,122.78,,2.5225396825396826,1.6974603174603171,Slightly warmer
2014-01-14,Tuesday,6.0,4.22,6,28.0,1401144.0,Konditorei,83.76,,2.5225396825396826,1.6974603174603171,Slightly warmer
2014-01-14,Tuesday,6.0,4.22,6,28.0,1401145.0,Kuchen,258.02,,2.5225396825396826,1.6974603174603171,Slightly warmer
2014-01-15,Wednesday,7.0,3.23,7,28.0,1401151.0,Brot,139.04,,2.5225396825396826,0.7074603174603173,Slightly warmer
2014-01-15,Wednesday,7.0,3.23,7,28.0,1401152.0,Brötchen,266.69,,2.5225396825396826,0.7074603174603173,Slightly warmer
2014-01-15,Wednesday,7.0,3.23,7,28.0,1401153.0,Croissant,87.37,,2.5225396825396826,0.7074603174603173,Slightly warmer
2014-01-15,Wednesday,7.0,3.23,7,28.0,1401154.0,Konditorei,78.65,,2.5225396825396826,0.7074603174603173,Slightly warmer
2014-01-15,Wednesday,7.0,3.23,7,28.0,1401155.0,Kuchen,258.99,,2.5225396825396826,0.7074603174603173,Slightly warmer
2014-01-16,Thursday,8.0,2.74,9,63.0,1401161.0,Brot,117.78,,2.5225396825396826,0.21746031746031758,Normal
2014-01-16,Thursday,8.0,2.74,9,63.0,1401162.0,Brötchen,280.28,,2.5225396825396826,0.21746031746031758,Normal
2014-01-16,Thursday,8.0,2.74,9,63.0,1401163.0,Croissant,96.86,,2.5225396825396826,0.21746031746031758,Normal
2014-01-16,Thursday,8.0,2.74,9,63.0,1401164.0,Konditorei,57.52,,2.5225396825396826,0.21746031746031758,Normal
2014-01-16,Thursday,8.0,2.74,9,63.0,1401165.0,Kuchen,217.58,,2.5225396825396826,0.21746031746031758,Normal
2014-01-17,Friday,7.0,6.74,4,61.0,1401171.0,Brot,94.79,,2.5225396825396826,4.217460317460318,Significantly warmer
2014-01-17,Friday,7.0,6.74,4,61.0,1401172.0,Brötchen,257.77,,2.5225396825396826,4.217460317460318,Significantly warmer
2014-01-17,Friday,7.0,6.74,4,61.0,1401173.0,Croissant,104.95,,2.5225396825396826,4.217460317460318,Significantly warmer
2014-01-17,Friday,7.0,6.74,4,61.0,1401174.0,Konditorei,61.47,,2.5225396825396826,4.217460317460318,Significantly warmer
2014-01-17,Friday,7.0,6.74,4,61.0,1401175.0,Kuchen,228.69,,2.5225396825396826,4.217460317460318,Significantly warmer
2014-01-18,Saturday,7.0,5.89,8,61.0,1401181.0,Brot,102.63,,2.5225396825396826,3.367460317460317,Significantly warmer
2014-01-18,Saturday,7.0,5.89,8,61.0,1401182.0,Brötchen,357.41,,2.5225396825396826,3.367460317460317,Significantly warmer
2014-01-18,Saturday,7.0,5.89,8,61.0,1401183.0,Croissant,120.95,,2.5225396825396826,3.367460317460317,Significantly warmer
2014-01-18,Saturday,7.0,5.89,8,61.0,1401184.0,Konditorei,66.71,,2.5225396825396826,3.367460317460317,Significantly warmer
2014-01-18,Saturday,7.0,5.89,8,61.0,1401185.0,Kuchen,296.46,,2.5225396825396826,3.367460317460317,Significantly warmer
2014-01-19,Sunday,7.0,2.86,19,10.0,1401191.0,Brot,53.0,,2.5225396825396826,0.33746031746031724,Normal
2014-01-19,Sunday,7.0,2.86,19,10.0,1401192.0,Brötchen,519.73,,2.5225396825396826,0.33746031746031724,Normal
2014-01-19,Sunday,7.0,2.86,19,10.0,1401193.0,Croissant,201.95,,2.5225396825396826,0.33746031746031724,Normal
2014-01-19,Sunday,7.0,2.86,19,10.0,1401194.0,Konditorei,161.39,,2.5225396825396826,0.33746031746031724,Normal
2014-01-19,Sunday,7.0,2.86,19,10.0,1401195.0,Kuchen,284.62,,2.5225396825396826,0.33746031746031724,Normal
2014-01-20,Monday,8.0,0.39,13,61.0,1401201.0,Brot,99.68,,2.1352380952380954,-1.7452380952380953,Slightly colder
2014-01-20,Monday,8.0,0.39,13,61.0,1401202.0,Brötchen,273.49,,2.1352380952380954,-1.7452380952380953,Slightly colder
2014-01-20,Monday,8.0,0.39,13,61.0,1401203.0,Croissant,113.23,,2.1352380952380954,-1.7452380952380953,Slightly colder
2014-01-20,Monday,8.0,0.39,13,61.0,1401204.0,Konditorei,66.17,,2.1352380952380954,-1.7452380952380953,Slightly colder
2014-01-20,Monday,8.0,0.39,13,61.0,1401205.0,Kuchen,207.23,,2.1352380952380954,-1.7452380952380953,Slightly colder
2014-01-21,Tuesday,7.0,-0.65,7,77.0,1401211.0,Brot,116.78,,2.1352380952380954,-2.7852380952380953,Significantly colder
2014-01-21,Tuesday,7.0,-0.65,7,77.0,1401212.0,Brötchen,259.27,,2.1352380952380954,-2.7852380952380953,Significantly colder
2014-01-21,Tuesday,7.0,-0.65,7,77.0,1401213.0,Croissant,77.56,,2.1352380952380954,-2.7852380952380953,Significantly colder
2014-01-21,Tuesday,7.0,-0.65,7,77.0,1401214.0,Konditorei,98.21,,2.1352380952380954,-2.7852380952380953,Significantly colder
2014-01-21,Tuesday,7.0,-0.65,7,77.0,1401215.0,Kuchen,211.79,,2.1352380952380954,-2.7852380952380953,Significantly colder
2014-01-22,Wednesday,8.0,-3.11,14,22.0,1401221.0,Brot,102.34,,2.1352380952380954,-5.245238095238095,Significantly colder
2014-01-22,Wednesday,8.0,-3.11,14,22.0,1401222.0,Brötchen,241.12,,2.1352380952380954,-5.245238095238095,Significantly colder
2014-01-22,Wednesday,8.0,-3.11,14,22.0,1401223.0,Croissant,92.26,,2.1352380952380954,-5.245238095238095,Significantly colder
2014-01-22,Wednesday,8.0,-3.11,14,22.0,1401224.0,Konditorei,82.14,,2.1352380952380954,-5.245238095238095,Significantly colder
2014-01-22,Wednesday,8.0,-3.11,14,22.0,1401225.0,Kuchen,235.35,,2.1352380952380954,-5.245238095238095,Significantly colder
2014-01-23,Thursday,8.0,-3.19,11,22.0,1401231.0,Brot,105.74,,2.1352380952380954,-5.325238095238095,Significantly colder
2014-01-23,Thursday,8.0,-3.19,11,22.0,1401232.0,Brötchen,263.98,,2.1352380952380954,-5.325238095238095,Significantly colder
2014-01-23,Thursday,8.0,-3.19,11,22.0,1401233.0,Croissant,81.1,,2.1352380952380954,-5.325238095238095,Significantly colder
2014-01-23,Thursday,8.0,-3.19,11,22.0,1401234.0,Konditorei,66.05,,2.1352380952380954,-5.325238095238095,Significantly colder
2014-01-23,Thursday,8.0,-3.19,11,22.0,1401235.0,Kuchen,265.99,,2.1352380952380954,-5.325238095238095,Significantly colder
2014-01-24,Friday,2.0,-5.16,13,10.0,1401241.0,Brot,143.16,,2.1352380952380954,-7.295238095238096,Significantly colder
2014-01-24,Friday,2.0,-5.16,13,10.0,1401242.0,Brötchen,261.22,,2.1352380952380954,-7.295238095238096,Significantly colder
