Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche
2014-04-13,6.0,11.0125,21,,1404133.0,3.0,198.033088214577,
2014-04-13,6.0,11.0125,21,,1404134.0,4.0,138.42569385051,
2014-04-13,6.0,11.0125,21,,1404135.0,5.0,381.800588193029,
2014-04-14,5.0,8.9,23,61.0,1404141.0,1.0,126.41212420811,
2014-04-14,5.0,8.9,23,61.0,1404142.0,2.0,407.696472609752,
2014-04-14,5.0,8.9,23,61.0,1404143.0,3.0,156.105982266937,
2014-04-14,5.0,8.9,23,61.0,1404144.0,4.0,55.4508724176006,
2014-04-14,5.0,8.9,23,61.0,1404145.0,5.0,279.326942781212,
2014-04-15,0.0,9.9125,15,,1404151.0,1.0,109.472548649702,
2014-04-15,0.0,9.9125,15,,1404152.0,2.0,460.801074530961,
2014-04-15,0.0,9.9125,15,,1404153.0,3.0,190.120642033098,
2014-04-15,0.0,9.9125,15,,1404154.0,4.0,85.7052852416814,
2014-04-15,0.0,9.9125,15,,1404155.0,5.0,335.143030954254,
2014-04-16,0.0,11.3625,9,,1404161.0,1.0,110.647041867212,
2014-04-16,0.0,11.3625,9,,1404162.0,2.0,439.876371928798,
2014-04-16,0.0,11.3625,9,,1404163.0,3.0,198.969950489909,
2014-04-16,0.0,11.3625,9,,1404164.0,4.0,80.9877329185756,
2014-04-16,0.0,11.3625,9,,1404165.0,5.0,297.536491311772,
2014-04-17,5.0,14.4,14,,1404171.0,1.0,259.250121969818,
2014-04-17,5.0,14.4,14,,1404172.0,2.0,562.281813457354,
2014-04-17,5.0,14.4,14,,1404173.0,3.0,214.383480919186,
2014-04-17,5.0,14.4,14,,1404174.0,4.0,81.8180814450846,
2014-04-17,5.0,14.4,14,,1404175.0,5.0,427.107033298615,
2014-04-18,7.0,8.2375,11,61.0,,,,
2014-04-19,1.0,11.125,13,5.0,1404191.0,1.0,290.428956680919,
2014-04-19,1.0,11.125,13,5.0,1404192.0,2.0,701.506792782752,
2014-04-19,1.0,11.125,13,5.0,1404193.0,3.0,273.491937842767,
2014-04-19,1.0,11.125,13,5.0,1404195.0,5.0,424.763063011418,
2014-04-20,0.0,13.875,15,5.0,1404201.0,1.0,57.7509189177541,
2014-04-20,0.0,13.875,15,5.0,1404202.0,2.0,670.020496886695,
2014-04-20,0.0,13.875,15,5.0,1404203.0,3.0,274.182299457511,
2014-04-20,0.0,13.875,15,5.0,1404204.0,4.0,189.548617602604,
2014-04-20,0.0,13.875,15,5.0,1404205.0,5.0,378.764958797144,
2014-04-21,4.0,13.425,15,0.0,1404211.0,1.0,109.431179378053,
2014-04-21,4.0,13.425,15,0.0,1404212.0,2.0,683.784882752709,
2014-04-21,4.0,13.425,15,0.0,1404213.0,3.0,298.187238978591,
2014-04-21,4.0,13.425,15,0.0,1404214.0,4.0,89.0074737430748,
2014-04-21,4.0,13.425,15,0.0,1404215.0,5.0,243.108241978467,
2014-04-22,3.0,15.45,10,10.0,1404221.0,1.0,169.196248011103,
2014-04-22,3.0,15.45,10,10.0,1404222.0,2.0,460.8751181337,
2014-04-22,3.0,15.45,10,10.0,1404223.0,3.0,182.98384854032,
2014-04-22,3.0,15.45,10,10.0,1404225.0,5.0,238.30390072268,
2014-04-23,8.0,9.825,11,21.0,1404231.0,1.0,162.980101956576,
2014-04-23,8.0,9.825,11,21.0,1404232.0,2.0,465.58877492787,
2014-04-23,8.0,9.825,11,21.0,1404233.0,3.0,183.539691874899,
2014-04-23,8.0,9.825,11,21.0,1404234.0,4.0,67.1712850654668,
2014-04-23,8.0,9.825,11,21.0,1404235.0,5.0,239.066295265338,
2014-04-24,8.0,9.175,11,,1404241.0,1.0,155.338780558714,
2014-04-24,8.0,9.175,11,,1404242.0,2.0,417.193979627359,
2014-04-24,8.0,9.175,11,,1404243.0,3.0,167.084247067964,
2014-04-24,8.0,9.175,11,,1404244.0,4.0,61.1765774384312,
2014-04-24,8.0,9.175,11,,1404245.0,5.0,277.90742095382,
2014-04-25,0.0,13.5625,12,,1404251.0,1.0,103.620395874603,
2014-04-25,0.0,13.5625,12,,1404252.0,2.0,456.429396514049,
2014-04-25,0.0,13.5625,12,,1404253.0,3.0,166.559313065076,
2014-04-25,0.0,13.5625,12,,1404254.0,4.0,53.1570826268308,
2014-04-25,0.0,13.5625,12,,1404255.0,5.0,289.368785455912,
2014-04-26,0.0,15.45,11,,1404261.0,1.0,143.988134045973,
2014-04-26,0.0,15.45,11,,1404262.0,2.0,586.998427577162,
2014-04-26,0.0,15.45,11,,1404263.0,3.0,199.626205406704,
2014-04-26,0.0,15.45,11,,1404264.0,4.0,72.1185398547604,
2014-04-26,0.0,15.45,11,,1404265.0,5.0,302.862050051497,
2014-04-27,0.0,16.225,16,,1404271.0,1.0,67.5791269771508,
2014-04-27,0.0,16.225,16,,1404272.0,2.0,584.577549685164,
2014-04-27,0.0,16.225,16,,1404273.0,3.0,195.501610348286,
2014-04-27,0.0,16.225,16,,1404274.0,4.0,112.495745498543,
2014-04-27,0.0,16.225,16,,1404275.0,5.0,249.301047517779,
2014-04-28,0.0,15.8875,11,,1404281.0,1.0,142.899118015523,
2014-04-28,0.0,15.8875,11,,1404282.0,2.0,406.097160006948,
2014-04-28,0.0,15.8875,11,,1404283.0,3.0,134.855002124095,
2014-04-28,0.0,15.8875,11,,1404284.0,4.0,77.3638484419459,
2014-04-28,0.0,15.8875,11,,1404285.0,5.0,204.961291079966,
2014-04-29,0.0,18.0875,8,0.0,1404291.0,1.0,145.382373304754,
2014-04-29,0.0,18.0875,8,0.0,1404292.0,2.0,426.634045431234,
2014-04-29,0.0,18.0875,8,0.0,1404293.0,3.0,152.025502640473,
2014-04-29,0.0,18.0875,8,0.0,1404294.0,4.0,65.3847746871142,
2014-04-29,0.0,18.0875,8,0.0,1404295.0,5.0,287.361243256404,
2014-04-30,3.0,18.0,8,,1404301.0,1.0,168.447583367336,
2014-04-30,3.0,18.0,8,,1404302.0,2.0,440.782783930678,
2014-04-30,3.0,18.0,8,,1404303.0,3.0,154.434645162314,
2014-04-30,3.0,18.0,8,,1404304.0,4.0,51.0562893306812,
2014-04-30,3.0,18.0,8,,1404305.0,5.0,324.692536719349,
2014-05-01,4.0,10.4875,14,,,,,
2014-05-02,6.0,10.225,13,,1405021.0,1.0,194.877300541007,
2014-05-02,6.0,10.225,13,,1405022.0,2.0,506.773609930646,
2014-05-02,6.0,10.225,13,,1405023.0,3.0,183.845898367796,
2014-05-02,6.0,10.225,13,,1405024.0,4.0,77.6145056918161,
2014-05-02,6.0,10.225,13,,1405025.0,5.0,345.188442766659,
2014-05-03,3.0,11.8625,13,,,,,
2014-05-04,7.0,9.6,11,,,,,
2014-05-05,8.0,10.7125,6,21.0,1405051.0,1.0,344.712427419033,
2014-05-05,8.0,10.7125,6,21.0,1405052.0,2.0,1203.43112985675,
2014-05-05,8.0,10.7125,6,21.0,1405053.0,3.0,565.941679350249,
2014-05-05,8.0,10.7125,6,21.0,1405054.0,4.0,293.109398326081,
2014-05-05,8.0,10.7125,6,21.0,1405055.0,5.0,749.218709204354,
2014-05-06,7.0,15.775,9,,1405061.0,1.0,117.634364611904,
2014-05-06,7.0,15.775,9,,1405062.0,2.0,350.107434330692,
2014-05-06,7.0,15.775,9,,1405063.0,3.0,113.629663759254,
2014-05-06,7.0,15.775,9,,1405064.0,4.0,87.8622507140459,
2014-05-06,7.0,15.775,9,,1405065.0,5.0,265.023592604083,
2014-05-07,4.0,14.2125,15,65.0,1405071.0,1.0,90.0459392081919,
2014-05-07,4.0,14.2125,15,65.0,1405072.0,2.0,315.890695137174,
2014-05-07,4.0,14.2125,15,65.0,1405073.0,3.0,91.0872706951132,
2014-05-07,4.0,14.2125,15,65.0,1405074.0,4.0,92.4936971920041,
2014-05-07,4.0,14.2125,15,65.0,1405075.0,5.0,206.372294382589,
2014-05-08,7.0,12.45,10,63.0,1405081.0,1.0,149.299133313087,
2014-05-08,7.0,12.45,10,63.0,1405082.0,2.0,366.1450783331,
2014-05-08,7.0,12.45,10,63.0,1405083.0,3.0,123.776673695357,
2014-05-08,7.0,12.45,10,63.0,1405084.0,4.0,82.1783266012903,
2014-05-08,7.0,12.45,10,63.0,1405085.0,5.0,266.240037647833,
2014-05-09,6.0,12.3875,10,61.0,1405091.0,1.0,93.4116822522153,
2014-05-09,6.0,12.3875,10,61.0,1405092.0,2.0,324.860077549193,
2014-05-09,6.0,12.3875,10,61.0,1405093.0,3.0,145.894157572286,
2014-05-09,6.0,12.3875,10,61.0,1405094.0,4.0,66.0161743425402,
2014-05-09,6.0,12.3875,10,61.0,1405095.0,5.0,275.258837409267,
2014-05-10,7.0,13.275,12,61.0,1405101.0,1.0,123.724674602317,
2014-05-10,7.0,13.275,12,61.0,1405102.0,2.0,478.617066120892,
2014-05-10,7.0,13.275,12,61.0,1405103.0,3.0,166.329341490019,
2014-05-10,7.0,13.275,12,61.0,1405104.0,4.0,104.094163257842,
2014-05-10,7.0,13.275,12,61.0,1405105.0,5.0,335.938747106641,
2014-05-11,7.0,11.5625,12,63.0,1405111.0,1.0,61.0065824620734,
2014-05-11,7.0,11.5625,12,63.0,1405112.0,2.0,460.682512294828,
2014-05-11,7.0,11.5625,12,63.0,1405113.0,3.0,160.191203395938,
2014-05-11,7.0,11.5625,12,63.0,1405114.0,4.0,147.881905447336,
2014-05-11,7.0,11.5625,12,63.0,1405115.0,5.0,361.969960059764,
2014-05-12,7.0,12.7,14,63.0,1405121.0,1.0,117.63724487723,
2014-05-12,7.0,12.7,14,63.0,1405122.0,2.0,328.92733265268,
2014-05-12,7.0,12.7,14,63.0,1405123.0,3.0,123.83551731917,
2014-05-12,7.0,12.7,14,63.0,1405124.0,4.0,67.4955434507817,
2014-05-12,7.0,12.7,14,63.0,1405125.0,5.0,228.702480093214,
2014-05-13,7.0,11.5625,15,21.0,1405131.0,1.0,140.036281903001,
2014-05-13,7.0,11.5625,15,21.0,1405132.0,2.0,297.999814467772,
2014-05-13,7.0,11.5625,15,21.0,1405133.0,3.0,118.976012937567,
2014-05-13,7.0,11.5625,15,21.0,1405134.0,4.0,101.214069608519,
2014-05-13,7.0,11.5625,15,21.0,1405135.0,5.0,284.656364394564,
2014-05-14,7.0,11.5625,16,,1405141.0,1.0,107.299783874075,
2014-05-14,7.0,11.5625,16,,1405142.0,2.0,314.953597620915,
2014-05-14,7.0,11.5625,16,,1405143.0,3.0,127.483930182396,
2014-05-14,7.0,11.5625,16,,1405144.0,4.0,41.4123064196756,
2014-05-14,7.0,11.5625,16,,1405145.0,5.0,264.50249229848,
2014-05-15,2.0,13.7875,8,,1405151.0,1.0,123.833393024816,
2014-05-15,2.0,13.7875,8,,1405152.0,2.0,352.418195482769,
2014-05-15,2.0,13.7875,8,,1405153.0,3.0,124.638931817625,
2014-05-15,2.0,13.7875,8,,1405154.0,4.0,63.5101290538195,
2014-05-15,2.0,13.7875,8,,1405155.0,5.0,264.770092066181,
2014-05-16,5.0,13.8875,9,,1405161.0,1.0,182.247331664509,
2014-05-16,5.0,13.8875,9,,1405162.0,2.0,422.284930999887,
2014-05-16,5.0,13.8875,9,,1405163.0,3.0,161.947276175832,
2014-05-16,5.0,13.8875,9,,1405164.0,4.0,85.4807679768228,
2014-05-16,5.0,13.8875,9,,1405165.0,5.0,373.755034015357,
2014-05-17,0.0,16.625,8,0.0,1405171.0,1.0,128.405482365147,
2014-05-17,0.0,16.625,8,0.0,1405172.0,2.0,507.850100762978,
2014-05-17,0.0,16.625,8,0.0,1405173.0,3.0,225.148891508595,
2014-05-17,0.0,16.625,8,0.0,1405174.0,4.0,50.3660101081308,
2014-05-17,0.0,16.625,8,0.0,1405175.0,5.0,423.072504158874,
2014-05-18,4.0,16.5125,13,,1405181.0,1.0,94.9265718873585,
2014-05-18,4.0,16.5125,13,,1405182.0,2.0,598.067011591372,
2014-05-18,4.0,16.5125,13,,1405183.0,3.0,209.615126303356,
2014-05-18,4.0,16.5125,13,,1405184.0,4.0,149.244078377209,
2014-05-18,4.0,16.5125,13,,1405185.0,5.0,381.742838590355,
2014-05-19,6.0,13.7625,8,61.0,1405191.0,1.0,108.184039506908,
2014-05-19,6.0,13.7625,8,61.0,1405192.0,2.0,385.830427464834,
2014-05-19,6.0,13.7625,8,61.0,1405193.0,3.0,132.991806725831,
2014-05-19,6.0,13.7625,8,61.0,1405194.0,4.0,83.9681823631343,
2014-05-19,6.0,13.7625,8,61.0,1405195.0,5.0,229.433619956226,
2014-05-20,0.0,20.725,12,,1405201.0,1.0,112.779561925048,
2014-05-20,0.0,20.725,12,,1405202.0,2.0,345.526173706413,
2014-05-20,0.0,20.725,12,,1405203.0,3.0,142.282852833497,
2014-05-20,0.0,20.725,12,,1405204.0,4.0,94.5737640355796,
2014-05-20,0.0,20.725,12,,1405205.0,5.0,263.727611478052,
2014-05-21,2.0,26.8625,8,,1405211.0,1.0,123.754439846218,
2014-05-21,2.0,26.8625,8,,1405212.0,2.0,356.727230834875,
2014-05-21,2.0,26.8625,8,,1405213.0,3.0,134.107923627317,
2014-05-21,2.0,26.8625,8,,1405214.0,4.0,48.2108285393945,
2014-05-21,2.0,26.8625,8,,1405215.0,5.0,227.256778174006,
2014-05-22,0.0,26.375,8,,1405221.0,1.0,116.368035292474,
2014-05-22,0.0,26.375,8,,1405222.0,2.0,402.543178395128,
2014-05-22,0.0,26.375,8,,1405223.0,3.0,105.985885216141,
2014-05-22,0.0,26.375,8,,1405224.0,4.0,77.5543202377256,
2014-05-22,0.0,26.375,8,,1405225.0,5.0,222.80717555258,
2014-05-23,7.0,18.0125,12,65.0,1405231.0,1.0,129.753386763715,
2014-05-23,7.0,18.0125,12,65.0,1405232.0,2.0,410.166785875368,
2014-05-23,7.0,18.0125,12,65.0,1405233.0,3.0,157.533819763355,
2014-05-23,7.0,18.0125,12,65.0,1405234.0,4.0,50.8008994806073,
2014-05-23,7.0,18.0125,12,65.0,1405235.0,5.0,284.81760171622,
2014-05-24,2.0,17.9625,8,,1405241.0,1.0,117.223121200496,
2014-05-24,2.0,17.9625,8,,1405242.0,2.0,524.51228527573,
2014-05-24,2.0,17.9625,8,,1405243.0,3.0,196.118993968548,
2014-05-24,2.0,17.9625,8,,1405244.0,4.0,66.4306117273805,
2014-05-24,2.0,17.9625,8,,1405245.0,5.0,320.532138289062,
2014-05-25,2.0,20.4625,11,,1405251.0,1.0,85.7502216285052,
2014-05-25,2.0,20.4625,11,,1405252.0,2.0,597.047216641851,
2014-05-25,2.0,20.4625,11,,1405253.0,3.0,216.640710498117,
2014-05-25,2.0,20.4625,11,,1405254.0,4.0,114.943972960342,
2014-05-25,2.0,20.4625,11,,1405255.0,5.0,288.498669954929,
2014-05-26,0.0,19.9625,13,,1405261.0,1.0,117.265384467109,
2014-05-26,0.0,19.9625,13,,1405262.0,2.0,387.78920418638,
2014-05-26,0.0,19.9625,13,,1405263.0,3.0,138.556265702698,
2014-05-26,0.0,19.9625,13,,1405264.0,4.0,91.0457110069583,
2014-05-26,0.0,19.9625,13,,1405265.0,5.0,234.830421163947,
2014-05-27,7.0,12.8875,21,21.0,1405271.0,1.0,114.85034360851,
2014-05-27,7.0,12.8875,21,21.0,1405272.0,2.0,424.223657962549,
2014-05-27,7.0,12.8875,21,21.0,1405273.0,3.0,142.345521877251,
2014-05-27,7.0,12.8875,21,21.0,1405274.0,4.0,84.6280561362088,
2014-05-27,7.0,12.8875,21,21.0,1405275.0,5.0,280.087441868984,
2014-05-28,7.0,10.2,22,21.0,1405281.0,1.0,190.55318445032,
2014-05-28,7.0,10.2,22,21.0,1405282.0,2.0,440.753384253967,
2014-05-28,7.0,10.2,22,21.0,1405283.0,3.0,196.534929868791,
2014-05-28,7.0,10.2,22,21.0,1405285.0,5.0,317.665635686158,
2014-05-29,4.0,12.7,14,,1405291.0,1.0,85.879848415963,
2014-05-29,4.0,12.7,14,,1405292.0,2.0,670.064174060842,
2014-05-29,4.0,12.7,14,,1405293.0,3.0,254.295074075867,
2014-05-29,4.0,12.7,14,,1405294.0,4.0,152.709702945456,
2014-05-29,4.0,12.7,14,,1405295.0,5.0,429.25644892951,
2014-05-30,0.0,17.9625,13,,1405301.0,1.0,187.239006431102,
2014-05-30,0.0,17.9625,13,,1405302.0,2.0,543.734282137968,
2014-05-30,0.0,17.9625,13,,1405303.0,3.0,264.036588750834,
2014-05-30,0.0,17.9625,13,,1405304.0,4.0,57.2454061447027,
2014-05-30,0.0,17.9625,13,,1405305.0,5.0,388.318379103362,
2014-05-31,3.0,15.9125,15,,1405311.0,1.0,171.347524831197,
2014-05-31,3.0,15.9125,15,,1405312.0,2.0,616.245915538845,
2014-05-31,3.0,15.9125,15,,1405313.0,3.0,292.141593675945,
2014-05-31,3.0,15.9125,15,,1405314.0,4.0,68.1643312002004,
2014-05-31,3.0,15.9125,15,,1405315.0,5.0,382.044405388045,
2014-06-01,7.0,13.825,6,21.0,1406011.0,1.0,93.4027092149433,
2014-06-01,7.0,13.825,6,21.0,1406012.0,2.0,676.063588454464,
2014-06-01,7.0,13.825,6,21.0,1406013.0,3.0,238.147667385848,
2014-06-01,7.0,13.825,6,21.0,1406014.0,4.0,129.4189036507,
2014-06-01,7.0,13.825,6,21.0,1406015.0,5.0,276.89033677768,
2014-06-02,0.0,17.625,9,,1406021.0,1.0,199.723160641356,
2014-06-02,0.0,17.625,9,,1406022.0,2.0,441.052664780553,
2014-06-02,0.0,17.625,9,,1406023.0,3.0,142.068446650007,
2014-06-02,0.0,17.625,9,,1406024.0,4.0,65.7363488821332,
2014-06-02,0.0,17.625,9,,1406025.0,5.0,292.066998952139,
2014-06-03,1.0,20.0,9,,1406031.0,1.0,142.538025704362,
2014-06-03,1.0,20.0,9,,1406032.0,2.0,416.946808829077,
2014-06-03,1.0,20.0,9,,1406033.0,3.0,161.471394704895,
2014-06-03,1.0,20.0,9,,1406034.0,4.0,62.3903661114696,
2014-06-03,1.0,20.0,9,,1406035.0,5.0,245.212148404522,
2014-06-04,1.0,21.4875,14,,1406041.0,1.0,137.397470737802,
2014-06-04,1.0,21.4875,14,,1406042.0,2.0,415.711170989076,
2014-06-04,1.0,21.4875,14,,1406043.0,3.0,140.565721107956,
2014-06-04,1.0,21.4875,14,,1406044.0,4.0,53.2308769671162,
2014-06-04,1.0,21.4875,14,,1406045.0,5.0,268.264130359081,
2014-06-05,5.0,15.0375,18,65.0,1406051.0,1.0,194.604241155943,
2014-06-05,5.0,15.0375,18,65.0,1406052.0,2.0,390.575773242664,
2014-06-05,5.0,15.0375,18,65.0,1406053.0,3.0,151.313296014942,
2014-06-05,5.0,15.0375,18,65.0,1406054.0,4.0,76.2135588168066,
2014-06-05,5.0,15.0375,18,65.0,1406055.0,5.0,309.653125934012,
2014-06-06,3.0,19.3125,12,,1406061.0,1.0,181.64230467912,
2014-06-06,3.0,19.3125,12,,1406062.0,2.0,428.95344334705,
2014-06-06,3.0,19.3125,12,,1406063.0,3.0,169.4728348911,
2014-06-06,3.0,19.3125,12,,1406065.0,5.0,281.228067681119,
2014-06-07,0.0,17.9625,8,,1406071.0,1.0,199.282826637538,
2014-06-07,0.0,17.9625,8,,1406072.0,2.0,753.443538177679,
2014-06-07,0.0,17.9625,8,,1406073.0,3.0,294.192956500557,
2014-06-07,0.0,17.9625,8,,1406074.0,4.0,79.7188444198125,
2014-06-07,0.0,17.9625,8,,1406075.0,5.0,442.520092981899,
2014-06-08,6.0,22.1,12,21.0,1406081.0,1.0,116.13410257794,
2014-06-08,6.0,22.1,12,21.0,1406082.0,2.0,681.186640749589,
2014-06-08,6.0,22.1,12,21.0,1406083.0,3.0,280.533351180996,
2014-06-08,6.0,22.1,12,21.0,1406084.0,4.0,104.453562324412,
2014-06-08,6.0,22.1,12,21.0,1406085.0,5.0,386.974806899709,
2014-06-09,0.0,20.6625,10,,1406091.0,1.0,110.83826883308,
2014-06-09,0.0,20.6625,10,,1406092.0,2.0,808.126780736088,
2014-06-09,0.0,20.6625,10,,1406093.0,3.0,304.46367931484,
2014-06-09,0.0,20.6625,10,,1406094.0,4.0,143.977898792685,
2014-06-09,0.0,20.6625,10,,1406095.0,5.0,438.305240388751,
2014-06-10,1.0,25.7875,9,,1406101.0,1.0,183.918754774297,
2014-06-10,1.0,25.7875,9,,1406102.0,2.0,481.25061409398,
2014-06-10,1.0,25.7875,9,,1406103.0,3.0,171.161365845674,
2014-06-10,1.0,25.7875,9,,1406104.0,4.0,70.2099274704429,
2014-06-10,1.0,25.7875,9,,1406105.0,5.0,255.648794014527,
2014-06-11,7.0,20.5,8,61.0,1406111.0,1.0,149.446544671322,
2014-06-11,7.0,20.5,8,61.0,1406112.0,2.0,400.748048990214,
2014-06-11,7.0,20.5,8,61.0,1406113.0,3.0,178.135623154436,
2014-06-11,7.0,20.5,8,61.0,1406114.0,4.0,83.6581389182717,
2014-06-11,7.0,20.5,8,61.0,1406115.0,5.0,294.969897021174,
2014-06-12,4.0,19.55,12,,1406121.0,1.0,139.828728810289,
2014-06-12,4.0,19.55,12,,1406122.0,2.0,430.923755250979,
2014-06-12,4.0,19.55,12,,1406123.0,3.0,169.739600653923,
2014-06-12,4.0,19.55,12,,1406124.0,4.0,37.4555594997625,
2014-06-12,4.0,19.55,12,,1406125.0,5.0,282.892238886454,
2014-06-13,7.0,17.45,18,21.0,1406131.0,1.0,181.076990157327,
2014-06-13,7.0,17.45,18,21.0,1406132.0,2.0,469.760139519046,
2014-06-13,7.0,17.45,18,21.0,1406133.0,3.0,193.49931955084,
2014-06-13,7.0,17.45,18,21.0,1406134.0,4.0,75.4496723357508,
2014-06-13,7.0,17.45,18,21.0,1406135.0,5.0,340.63697845764,
2014-06-14,1.0,18.9125,13,,1406141.0,1.0,198.692957520375,
2014-06-14,1.0,18.9125,13,,1406142.0,2.0,564.16430206382,
2014-06-14,1.0,18.9125,13,,1406143.0,3.0,226.966709069792,
2014-06-14,1.0,18.9125,13,,1406144.0,4.0,63.8372762263068,
2014-06-14,1.0,18.9125,13,,1406145.0,5.0,298.452306538051,
2014-06-15,0.0,19.275,8,,1406151.0,1.0,54.0249702204705,
2014-06-15,0.0,19.275,8,,1406152.0,2.0,625.464619964173,
2014-06-15,0.0,19.275,8,,1406153.0,3.0,241.106204197457,
2014-06-15,0.0,19.275,8,,1406154.0,4.0,113.198169900375,
2014-06-15,0.0,19.275,8,,1406155.0,5.0,351.284208007361,
2014-06-16,6.0,18.3125,10,0.0,1406161.0,1.0,162.607017592405,
2014-06-16,6.0,18.3125,10,0.0,1406162.0,2.0,433.505937817699,
2014-06-16,6.0,18.3125,10,0.0,1406163.0,3.0,172.158776127598,
2014-06-16,6.0,18.3125,10,0.0,1406164.0,4.0,81.5364761006443,
2014-06-16,6.0,18.3125,10,0.0,1406165.0,5.0,265.423252443088,
2014-06-17,1.0,20.375,7,,1406171.0,1.0,124.562218396083,
2014-06-17,1.0,20.375,7,,1406172.0,2.0,419.651602758868,
2014-06-17,1.0,20.375,7,,1406173.0,3.0,157.995568575297,
2014-06-17,1.0,20.375,7,,1406174.0,4.0,57.1245129570396,
2014-06-17,1.0,20.375,7,,1406175.0,5.0,262.931978223786,
2014-06-18,3.0,19.3,13,,1406181.0,1.0,137.865777862035,
2014-06-18,3.0,19.3,13,,1406182.0,2.0,432.574331239166,
2014-06-18,3.0,19.3,13,,1406183.0,3.0,153.068714255789,
2014-06-18,3.0,19.3,13,,1406184.0,4.0,58.7589360079372,
2014-06-18,3.0,19.3,13,,1406185.0,5.0,370.557182073761,
2014-06-19,7.0,15.2875,19,21.0,1406191.0,1.0,129.894799169399,
2014-06-19,7.0,15.2875,19,21.0,1406192.0,2.0,429.955728270914,
2014-06-19,7.0,15.2875,19,21.0,1406193.0,3.0,142.515967193978,
2014-06-19,7.0,15.2875,19,21.0,1406194.0,4.0,88.1859744107587,
2014-06-19,7.0,15.2875,19,21.0,1406195.0,5.0,360.857109541687,
2014-06-20,7.0,15.9875,16,,1406201.0,1.0,175.728748384125,
2014-06-20,7.0,15.9875,16,,1406202.0,2.0,554.710447078857,
2014-06-20,7.0,15.9875,16,,1406203.0,3.0,196.162148829113,
2014-06-20,7.0,15.9875,16,,1406204.0,4.0,53.1800832506312,
2014-06-20,7.0,15.9875,16,,1406205.0,5.0,390.42111753906,
2014-06-21,6.0,15.5125,18,61.0,1406211.0,1.0,162.410672754329,1.0
2014-06-21,6.0,15.5125,18,61.0,1406212.0,2.0,691.302129885254,1.0
2014-06-21,6.0,15.5125,18,61.0,1406213.0,3.0,266.758833683806,1.0
2014-06-21,6.0,15.5125,18,61.0,1406214.0,4.0,55.3784359085427,1.0
2014-06-21,6.0,15.5125,18,61.0,1406215.0,5.0,398.075088856397,1.0
2014-06-22,5.0,15.7,19,,1406221.0,1.0,99.6276132843513,1.0
2014-06-22,5.0,15.7,19,,1406222.0,2.0,687.127455430513,1.0
2014-06-22,5.0,15.7,19,,1406223.0,3.0,256.961787120751,1.0
2014-06-22,5.0,15.7,19,,1406224.0,4.0,112.87846427577,1.0
2014-06-22,5.0,15.7,19,,1406225.0,5.0,399.756375802425,1.0
2014-06-23,4.0,16.5,17,,1406231.0,1.0,130.997404965594,1.0
2014-06-23,4.0,16.5,17,,1406232.0,2.0,511.714043984716,1.0
2014-06-23,4.0,16.5,17,,1406233.0,3.0,190.742545388738,1.0
2014-06-23,4.0,16.5,17,,1406234.0,4.0,89.1125310007438,1.0
2014-06-23,4.0,16.5,17,,1406235.0,5.0,331.768630064753,1.0
2014-06-24,7.0,14.3625,7,21.0,1406241.0,1.0,119.068455962972,1.0
2014-06-24,7.0,14.3625,7,21.0,1406242.0,2.0,508.608322070437,1.0
2014-06-24,7.0,14.3625,7,21.0,1406243.0,3.0,193.611313869673,1.0
2014-06-24,7.0,14.3625,7,21.0,1406244.0,4.0,80.6814437485115,1.0
2014-06-24,7.0,14.3625,7,21.0,1406245.0,5.0,293.582453806941,1.0
2014-06-25,0.0,18.4375,10,,1406251.0,1.0,114.248639971521,1.0
2014-06-25,0.0,18.4375,10,,1406252.0,2.0,517.169259136224,1.0
2014-06-25,0.0,18.4375,10,,1406253.0,3.0,177.06025159912,1.0
2014-06-25,0.0,18.4375,10,,1406254.0,4.0,74.4274080594379,1.0
2014-06-25,0.0,18.4375,10,,1406255.0,5.0,359.294724220182,1.0
2014-06-26,6.0,17.575,8,63.0,1406261.0,1.0,139.644833904018,1.0
2014-06-26,6.0,17.575,8,63.0,1406262.0,2.0,583.733870024269,1.0
2014-06-26,6.0,17.575,8,63.0,1406263.0,3.0,231.944214454895,1.0
2014-06-26,6.0,17.575,8,63.0,1406264.0,4.0,84.8155438313241,1.0
2014-06-26,6.0,17.575,8,63.0,1406265.0,5.0,379.567358758783,1.0
2014-06-27,4.0,20.1625,7,95.0,1406271.0,1.0,149.199619823898,1.0
2014-06-27,4.0,20.1625,7,95.0,1406272.0,2.0,595.204307059367,1.0
2014-06-27,4.0,20.1625,7,95.0,1406273.0,3.0,232.1659297551,1.0
2014-06-27,4.0,20.1625,7,95.0,1406274.0,4.0,65.0878866069292,1.0
2014-06-27,4.0,20.1625,7,95.0,1406275.0,5.0,371.32461993901,1.0
2014-06-28,6.0,16.9625,6,95.0,1406281.0,1.0,234.368963456298,1.0
2014-06-28,6.0,16.9625,6,95.0,1406282.0,2.0,861.858616856627,1.0
2014-06-28,6.0,16.9625,6,95.0,1406283.0,3.0,396.51241111032,1.0
2014-06-28,6.0,16.9625,6,95.0,1406284.0,4.0,105.33599228222,1.0
2014-06-28,6.0,16.9625,6,95.0,1406285.0,5.0,498.133552158124,1.0
2014-06-29,7.0,17.3125,8,61.0,1406291.0,1.0,99.024824945212,1.0
